bigram,count,codepoints,unicode_names
၁၃,5,U+1041 U+1043,MYANMAR DIGIT ONE | MYANMAR DIGIT THREE
ေဂ,5,U+1031 U+1002,MYANMAR VOWEL SIGN E | MYANMAR LETTER GA
ီအ,5,U+102E U+1021,MYANMAR VOWEL SIGN II | MYANMAR LETTER A
အဇ,5,U+1021 U+1007,MYANMAR LETTER A | MYANMAR LETTER JA
ပမ,5,U+1015 U+1019,MYANMAR LETTER PA | MYANMAR LETTER MA
းဝ,5,U+1038 U+101D,MYANMAR SIGN VISARGA | MYANMAR LETTER WA
ိဝ,5,U+102D U+101D,MYANMAR VOWEL SIGN I | MYANMAR LETTER WA
စၠ,5,U+1005 U+1060,MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ီး,5,U+102E U+1038,MYANMAR VOWEL SIGN II | MYANMAR SIGN VISARGA
ဲ့,5,U+1032 U+1037,MYANMAR VOWEL SIGN AI | MYANMAR SIGN DOT BELOW
ါစ,5,U+102B U+1005,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER CA
းဖ,5,U+1038 U+1016,MYANMAR SIGN VISARGA | MYANMAR LETTER PHA
ှလ,5,U+103E U+101C,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER LA
ဝဲ,5,U+101D U+1032,MYANMAR LETTER WA | MYANMAR VOWEL SIGN AI
တး,5,U+1010 U+1038,MYANMAR LETTER TA | MYANMAR SIGN VISARGA
ဇမ,5,U+1007 U+1019,MYANMAR LETTER JA | MYANMAR LETTER MA
အယ,5,U+1021 U+101A,MYANMAR LETTER A | MYANMAR LETTER YA
နဳ,5,U+1014 U+1033,MYANMAR LETTER NA | MYANMAR VOWEL SIGN MON II
ခက,5,U+1001 U+1000,MYANMAR LETTER KHA | MYANMAR LETTER KA
ဳ၊,5,U+1033 U+104A,MYANMAR VOWEL SIGN MON II | MYANMAR SIGN LITTLE SECTION
ဝဏ,5,U+101D U+100F,MYANMAR LETTER WA | MYANMAR LETTER NNA
ဳဒ,5,U+1033 U+1012,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER DA
မမ,5,U+1019 U+1019,MYANMAR LETTER MA | MYANMAR LETTER MA
ရူ,5,U+101B U+1030,MYANMAR LETTER RA | MYANMAR VOWEL SIGN UU
ဝှ,5,U+101D U+103E,MYANMAR LETTER WA | MYANMAR CONSONANT SIGN MEDIAL HA
လဗ,5,U+101C U+1017,MYANMAR LETTER LA | MYANMAR LETTER BA
ီန,5,U+102E U+1014,MYANMAR VOWEL SIGN II | MYANMAR LETTER NA
မဟ,5,U+1019 U+101F,MYANMAR LETTER MA | MYANMAR LETTER HA
။၁,5,U+104B U+1041,MYANMAR SIGN SECTION | MYANMAR DIGIT ONE
ဖက,5,U+1016 U+1000,MYANMAR LETTER PHA | MYANMAR LETTER KA
လတ,5,U+101C U+1010,MYANMAR LETTER LA | MYANMAR LETTER TA
ဲ၊,5,U+1032 U+104A,MYANMAR VOWEL SIGN AI | MYANMAR SIGN LITTLE SECTION
ါဗ,5,U+102B U+1017,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER BA
ဴန,5,U+1034 U+1014,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER NA
။ဓ,5,U+104B U+1013,MYANMAR SIGN SECTION | MYANMAR LETTER DHA
ဇု,5,U+1007 U+102F,MYANMAR LETTER JA | MYANMAR VOWEL SIGN U
ြီ,5,U+103C U+102E,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN II
ဟဂ,5,U+101F U+1002,MYANMAR LETTER HA | MYANMAR LETTER GA
ဝဇ,5,U+101D U+1007,MYANMAR LETTER WA | MYANMAR LETTER JA
၂၄,5,U+1042 U+1044,MYANMAR DIGIT TWO | MYANMAR DIGIT FOUR
ၟဳ,5,U+105F U+1033,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN MON II
၀က,5,U+1040 U+1000,MYANMAR DIGIT ZERO | MYANMAR LETTER KA
ေစ,5,U+1031 U+1005,MYANMAR VOWEL SIGN E | MYANMAR LETTER CA
့်,5,U+1037 U+103A,MYANMAR SIGN DOT BELOW | MYANMAR SIGN ASAT
ထွ,5,U+1011 U+103D,MYANMAR LETTER THA | MYANMAR CONSONANT SIGN MEDIAL WA
လး,4,U+101C U+1038,MYANMAR LETTER LA | MYANMAR SIGN VISARGA
ါံ,4,U+102B U+1036,MYANMAR VOWEL SIGN TALL AA | MYANMAR SIGN ANUSVARA
ဴဇ,4,U+1034 U+1007,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER JA
မဇ,4,U+1019 U+1007,MYANMAR LETTER MA | MYANMAR LETTER JA
ဇျ,4,U+1007 U+103B,MYANMAR LETTER JA | MYANMAR CONSONANT SIGN MEDIAL YA
ဂဟ,4,U+1002 U+101F,MYANMAR LETTER GA | MYANMAR LETTER HA
ကဲ,4,U+1000 U+1032,MYANMAR LETTER KA | MYANMAR VOWEL SIGN AI
စတ,4,U+1005 U+1010,MYANMAR LETTER CA | MYANMAR LETTER TA
ဂအ,4,U+1002 U+1021,MYANMAR LETTER GA | MYANMAR LETTER A
ဓီ,4,U+1013 U+102E,MYANMAR LETTER DHA | MYANMAR VOWEL SIGN II
ေဗ,4,U+1031 U+1017,MYANMAR VOWEL SIGN E | MYANMAR LETTER BA
ာ္,4,U+102C U+1039,MYANMAR VOWEL SIGN AA | MYANMAR SIGN VIRAMA
ယဲ,4,U+101A U+1032,MYANMAR LETTER YA | MYANMAR VOWEL SIGN AI
္ွ,4,U+1039 U+103D,MYANMAR SIGN VIRAMA | MYANMAR CONSONANT SIGN MEDIAL WA
စဂ,4,U+1005 U+1002,MYANMAR LETTER CA | MYANMAR LETTER GA
ပစ,4,U+1015 U+1005,MYANMAR LETTER PA | MYANMAR LETTER CA
ာဘ,4,U+102C U+1018,MYANMAR VOWEL SIGN AA | MYANMAR LETTER BHA
ဖေ,4,U+1016 U+1031,MYANMAR LETTER PHA | MYANMAR VOWEL SIGN E
၊ၜ,4,U+104A U+105C,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER MON BBA
ဂဵ,4,U+1002 U+1035,MYANMAR LETTER GA | MYANMAR VOWEL SIGN E ABOVE
ဥ်,4,U+1025 U+103A,MYANMAR LETTER U | MYANMAR SIGN ASAT
ဆိ,4,U+1006 U+102D,MYANMAR LETTER CHA | MYANMAR VOWEL SIGN I
ယထ,4,U+101A U+1011,MYANMAR LETTER YA | MYANMAR LETTER THA
ခာ,4,U+1001 U+102C,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN AA
စဵ,4,U+1005 U+1035,MYANMAR LETTER CA | MYANMAR VOWEL SIGN E ABOVE
ညီ,4,U+100A U+102E,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN II
ူဇ,4,U+1030 U+1007,MYANMAR VOWEL SIGN UU | MYANMAR LETTER JA
ဇ်,4,U+1007 U+103A,MYANMAR LETTER JA | MYANMAR SIGN ASAT
၁သ,4,U+1041 U+101E,MYANMAR DIGIT ONE | MYANMAR LETTER SA
်ဃ,4,U+103A U+1003,MYANMAR SIGN ASAT | MYANMAR LETTER GHA
ပှ,4,U+1015 U+103E,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MEDIAL HA
ာ၁,4,U+102C U+1041,MYANMAR VOWEL SIGN AA | MYANMAR DIGIT ONE
ဳသ,4,U+1033 U+101E,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER SA
ၜက,4,U+105C U+1000,MYANMAR LETTER MON BBA | MYANMAR LETTER KA
၁က,4,U+1041 U+1000,MYANMAR DIGIT ONE | MYANMAR LETTER KA
ဇဝ,4,U+1007 U+101D,MYANMAR LETTER JA | MYANMAR LETTER WA
ဋ်,4,U+100B U+103A,MYANMAR LETTER TTA | MYANMAR SIGN ASAT
ပဌ,4,U+1015 U+100C,MYANMAR LETTER PA | MYANMAR LETTER TTHA
ဒလ,4,U+1012 U+101C,MYANMAR LETTER DA | MYANMAR LETTER LA
ညဳ,4,U+100A U+1033,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN MON II
ဳအ,4,U+1033 U+1021,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER A
ဳန,4,U+1033 U+1014,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER NA
ျဉ,4,U+103B U+1009,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER NYA
ခါ,4,U+1001 U+102B,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN TALL AA
ခတ,4,U+1001 U+1010,MYANMAR LETTER KHA | MYANMAR LETTER TA
ႅလ,4,U+1085 U+101C,MYANMAR VOWEL SIGN SHAN E ABOVE | MYANMAR LETTER LA
ာ၊,4,U+102C U+104A,MYANMAR VOWEL SIGN AA | MYANMAR SIGN LITTLE SECTION
ဍဳ,4,U+100D U+1033,MYANMAR LETTER DDA | MYANMAR VOWEL SIGN MON II
ါဒ,4,U+102B U+1012,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER DA
္ည,4,U+1039 U+100A,MYANMAR SIGN VIRAMA | MYANMAR LETTER NNYA
ၝေ,4,U+105D U+1031,MYANMAR LETTER MON BBE | MYANMAR VOWEL SIGN E
ကဒ,4,U+1000 U+1012,MYANMAR LETTER KA | MYANMAR LETTER DA
သဂ,4,U+101E U+1002,MYANMAR LETTER SA | MYANMAR LETTER GA
၊ဇ,4,U+104A U+1007,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER JA
ဗဝ,4,U+1017 U+101D,MYANMAR LETTER BA | MYANMAR LETTER WA
ူစ,4,U+1030 U+1005,MYANMAR VOWEL SIGN UU | MYANMAR LETTER CA
စၞ,4,U+1005 U+105E,MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ျဇ,4,U+103B U+1007,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER JA
ုဓ,4,U+102F U+1013,MYANMAR VOWEL SIGN U | MYANMAR LETTER DHA
မဗ,4,U+1019 U+1017,MYANMAR LETTER MA | MYANMAR LETTER BA
နခ,4,U+1014 U+1001,MYANMAR LETTER NA | MYANMAR LETTER KHA
၄၀,4,U+1044 U+1040,MYANMAR DIGIT FOUR | MYANMAR DIGIT ZERO
ြဒ,4,U+103C U+1012,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER DA
ဒည,4,U+1012 U+100A,MYANMAR LETTER DA | MYANMAR LETTER NNYA
၊ဟ,4,U+104A U+101F,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER HA
ဂံ,4,U+1002 U+1036,MYANMAR LETTER GA | MYANMAR SIGN ANUSVARA
လဟ,4,U+101C U+101F,MYANMAR LETTER LA | MYANMAR LETTER HA
ဓဘ,4,U+1013 U+1018,MYANMAR LETTER DHA | MYANMAR LETTER BHA
ူအ,4,U+1030 U+1021,MYANMAR VOWEL SIGN UU | MYANMAR LETTER A
သူ,4,U+101E U+1030,MYANMAR LETTER SA | MYANMAR VOWEL SIGN UU
ံ၂,4,U+1036 U+1042,MYANMAR SIGN ANUSVARA | MYANMAR DIGIT TWO
့လ,4,U+1037 U+101C,MYANMAR SIGN DOT BELOW | MYANMAR LETTER LA
ဘဒ,4,U+1018 U+1012,MYANMAR LETTER BHA | MYANMAR LETTER DA
တဝ,4,U+1010 U+101D,MYANMAR LETTER TA | MYANMAR LETTER WA
ကည,4,U+1000 U+100A,MYANMAR LETTER KA | MYANMAR LETTER NNYA
ညၚ,4,U+100A U+105A,MYANMAR LETTER NNYA | MYANMAR LETTER MON NGA
သဒ,4,U+101E U+1012,MYANMAR LETTER SA | MYANMAR LETTER DA
ျၚ,4,U+103B U+105A,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER MON NGA
ကန,4,U+1000 U+1014,MYANMAR LETTER KA | MYANMAR LETTER NA
ှၚ,4,U+103E U+105A,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER MON NGA
ၚီ,4,U+105A U+102E,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN II
ေ်,4,U+1031 U+103A,MYANMAR VOWEL SIGN E | MYANMAR SIGN ASAT
အဝ,4,U+1021 U+101D,MYANMAR LETTER A | MYANMAR LETTER WA
မထ,4,U+1019 U+1011,MYANMAR LETTER MA | MYANMAR LETTER THA
ပဋ,4,U+1015 U+100B,MYANMAR LETTER PA | MYANMAR LETTER TTA
ျန,4,U+103B U+1014,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER NA
၊ရ,4,U+104A U+101B,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER RA
ခဒ,4,U+1001 U+1012,MYANMAR LETTER KHA | MYANMAR LETTER DA
ံး,4,U+1036 U+1038,MYANMAR SIGN ANUSVARA | MYANMAR SIGN VISARGA
၀၃,4,U+1040 U+1043,MYANMAR DIGIT ZERO | MYANMAR DIGIT THREE
၀တ,4,U+1040 U+1010,MYANMAR DIGIT ZERO | MYANMAR LETTER TA
ဴဗ,3,U+1034 U+1017,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER BA
ဓါ,3,U+1013 U+102B,MYANMAR LETTER DHA | MYANMAR VOWEL SIGN TALL AA
ဂယ,3,U+1002 U+101A,MYANMAR LETTER GA | MYANMAR LETTER YA
ူဟ,3,U+1030 U+101F,MYANMAR VOWEL SIGN UU | MYANMAR LETTER HA
သဵ,3,U+101E U+1035,MYANMAR LETTER SA | MYANMAR VOWEL SIGN E ABOVE
အမ,3,U+1021 U+1019,MYANMAR LETTER A | MYANMAR LETTER MA
ၠၚ,3,U+1060 U+105A,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER MON NGA
ဟ္,3,U+101F U+1039,MYANMAR LETTER HA | MYANMAR SIGN VIRAMA
ွရ,3,U+103D U+101B,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER RA
ဝမ,3,U+101D U+1019,MYANMAR LETTER WA | MYANMAR LETTER MA
ဝလ,3,U+101D U+101C,MYANMAR LETTER WA | MYANMAR LETTER LA
ခူ,3,U+1001 U+1030,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN UU
ဗြ,3,U+1017 U+103C,MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MEDIAL RA
ဳဂ,3,U+1033 U+1002,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER GA
၊၊,3,U+104A U+104A,MYANMAR SIGN LITTLE SECTION | MYANMAR SIGN LITTLE SECTION
ပသ,3,U+1015 U+101E,MYANMAR LETTER PA | MYANMAR LETTER SA
အဋ,3,U+1021 U+100B,MYANMAR LETTER A | MYANMAR LETTER TTA
ကထ,3,U+1000 U+1011,MYANMAR LETTER KA | MYANMAR LETTER THA
ယမ,3,U+101A U+1019,MYANMAR LETTER YA | MYANMAR LETTER MA
မဏ,3,U+1019 U+100F,MYANMAR LETTER MA | MYANMAR LETTER NNA
နလ,3,U+1014 U+101C,MYANMAR LETTER NA | MYANMAR LETTER LA
ပဿ,3,U+1015 U+103F,MYANMAR LETTER PA | MYANMAR LETTER GREAT SA
လဲ,3,U+101C U+1032,MYANMAR LETTER LA | MYANMAR VOWEL SIGN AI
ုဿ,3,U+102F U+103F,MYANMAR VOWEL SIGN U | MYANMAR LETTER GREAT SA
ဿီ,3,U+103F U+102E,MYANMAR LETTER GREAT SA | MYANMAR VOWEL SIGN II
၀၁,3,U+1040 U+1041,MYANMAR DIGIT ZERO | MYANMAR DIGIT ONE
ဒီ,3,U+1012 U+102E,MYANMAR LETTER DA | MYANMAR VOWEL SIGN II
ၠအ,3,U+1060 U+1021,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER A
၆ဝ,3,U+1046 U+101D,MYANMAR DIGIT SIX | MYANMAR LETTER WA
လမ,3,U+101C U+1019,MYANMAR LETTER LA | MYANMAR LETTER MA
ေၜ,3,U+1031 U+105C,MYANMAR VOWEL SIGN E | MYANMAR LETTER MON BBA
ဂပ,3,U+1002 U+1015,MYANMAR LETTER GA | MYANMAR LETTER PA
ဆံ,3,U+1006 U+1036,MYANMAR LETTER CHA | MYANMAR SIGN ANUSVARA
ံဌ,3,U+1036 U+100C,MYANMAR SIGN ANUSVARA | MYANMAR LETTER TTHA
အထ,3,U+1021 U+1011,MYANMAR LETTER A | MYANMAR LETTER THA
စဒ,3,U+1005 U+1012,MYANMAR LETTER CA | MYANMAR LETTER DA
ခဏ,3,U+1001 U+100F,MYANMAR LETTER KHA | MYANMAR LETTER NNA
ၞက,3,U+105E U+1000,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER KA
ာဆ,3,U+102C U+1006,MYANMAR VOWEL SIGN AA | MYANMAR LETTER CHA
ဆဝ,3,U+1006 U+101D,MYANMAR LETTER CHA | MYANMAR LETTER WA
ပဠ,3,U+1015 U+1020,MYANMAR LETTER PA | MYANMAR LETTER LLA
ပပ,3,U+1015 U+1015,MYANMAR LETTER PA | MYANMAR LETTER PA
ဒဳ,3,U+1012 U+1033,MYANMAR LETTER DA | MYANMAR VOWEL SIGN MON II
ဒၠ,3,U+1012 U+1060,MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ဝံ,3,U+101D U+1036,MYANMAR LETTER WA | MYANMAR SIGN ANUSVARA
မစ,3,U+1019 U+1005,MYANMAR LETTER MA | MYANMAR LETTER CA
ယူ,3,U+101A U+1030,MYANMAR LETTER YA | MYANMAR VOWEL SIGN UU
ကဂ,3,U+1000 U+1002,MYANMAR LETTER KA | MYANMAR LETTER GA
ကယ,3,U+1000 U+101A,MYANMAR LETTER KA | MYANMAR LETTER YA
ဍ်,3,U+100D U+103A,MYANMAR LETTER DDA | MYANMAR SIGN ASAT
်၆,3,U+103A U+1046,MYANMAR SIGN ASAT | MYANMAR DIGIT SIX
ကဘ,3,U+1000 U+1018,MYANMAR LETTER KA | MYANMAR LETTER BHA
းဍ,3,U+1038 U+100D,MYANMAR SIGN VISARGA | MYANMAR LETTER DDA
ကဏ,3,U+1000 U+100F,MYANMAR LETTER KA | MYANMAR LETTER NNA
ဝဵ,3,U+101D U+1035,MYANMAR LETTER WA | MYANMAR VOWEL SIGN E ABOVE
ုၜ,3,U+102F U+105C,MYANMAR VOWEL SIGN U | MYANMAR LETTER MON BBA
ုထ,3,U+102F U+1011,MYANMAR VOWEL SIGN U | MYANMAR LETTER THA
ီခ,3,U+102E U+1001,MYANMAR VOWEL SIGN II | MYANMAR LETTER KHA
ီဍ,3,U+102E U+100D,MYANMAR VOWEL SIGN II | MYANMAR LETTER DDA
ဳလ,3,U+1033 U+101C,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER LA
်၄,3,U+103A U+1044,MYANMAR SIGN ASAT | MYANMAR DIGIT FOUR
၄၅,3,U+1044 U+1045,MYANMAR DIGIT FOUR | MYANMAR DIGIT FIVE
။ဝ,3,U+104B U+101D,MYANMAR SIGN SECTION | MYANMAR LETTER WA
ႅန,3,U+1085 U+1014,MYANMAR VOWEL SIGN SHAN E ABOVE | MYANMAR LETTER NA
သသ,3,U+101E U+101E,MYANMAR LETTER SA | MYANMAR LETTER SA
ိဘ,3,U+102D U+1018,MYANMAR VOWEL SIGN I | MYANMAR LETTER BHA
ံဖ,3,U+1036 U+1016,MYANMAR SIGN ANUSVARA | MYANMAR LETTER PHA
သဗ,3,U+101E U+1017,MYANMAR LETTER SA | MYANMAR LETTER BA
၂သ,3,U+1042 U+101E,MYANMAR DIGIT TWO | MYANMAR LETTER SA
။ၜ,3,U+104B U+105C,MYANMAR SIGN SECTION | MYANMAR LETTER MON BBA
ညဇ,3,U+100A U+1007,MYANMAR LETTER NNYA | MYANMAR LETTER JA
ၟအ,3,U+105F U+1021,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR LETTER A
ှိ,3,U+103E U+102D,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN I
ၚး,3,U+105A U+1038,MYANMAR LETTER MON NGA | MYANMAR SIGN VISARGA
ံ၃,3,U+1036 U+1043,MYANMAR SIGN ANUSVARA | MYANMAR DIGIT THREE
ဏး,3,U+100F U+1038,MYANMAR LETTER NNA | MYANMAR SIGN VISARGA
၁။,3,U+1041 U+104B,MYANMAR DIGIT ONE | MYANMAR SIGN SECTION
ၛလ,3,U+105B U+101C,MYANMAR LETTER MON JHA | MYANMAR LETTER LA
ဂဗ,3,U+1002 U+1017,MYANMAR LETTER GA | MYANMAR LETTER BA
ရဳ,3,U+101B U+1033,MYANMAR LETTER RA | MYANMAR VOWEL SIGN MON II
၃။,3,U+1043 U+104B,MYANMAR DIGIT THREE | MYANMAR SIGN SECTION
၄။,3,U+1044 U+104B,MYANMAR DIGIT FOUR | MYANMAR SIGN SECTION
ေဲ,3,U+1031 U+1032,MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AI
။ဘ,3,U+104B U+1018,MYANMAR SIGN SECTION | MYANMAR LETTER BHA
ပဍ,3,U+1015 U+100D,MYANMAR LETTER PA | MYANMAR LETTER DDA
ီည,3,U+102E U+100A,MYANMAR VOWEL SIGN II | MYANMAR LETTER NNYA
ယး,3,U+101A U+1038,MYANMAR LETTER YA | MYANMAR SIGN VISARGA
၅၁,3,U+1045 U+1041,MYANMAR DIGIT FIVE | MYANMAR DIGIT ONE
၀၂,3,U+1040 U+1042,MYANMAR DIGIT ZERO | MYANMAR DIGIT TWO
ဴထ,3,U+1034 U+1011,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER THA
ဍဵ,3,U+100D U+1035,MYANMAR LETTER DDA | MYANMAR VOWEL SIGN E ABOVE
ျတ,3,U+103B U+1010,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER TA
ဴည,3,U+1034 U+100A,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER NNYA
ဗၞ,3,U+1017 U+105E,MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ၞတ,3,U+105E U+1010,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER TA
မဆ,3,U+1019 U+1006,MYANMAR LETTER MA | MYANMAR LETTER CHA
့ရ,3,U+1037 U+101B,MYANMAR SIGN DOT BELOW | MYANMAR LETTER RA
ုဆ,3,U+102F U+1006,MYANMAR VOWEL SIGN U | MYANMAR LETTER CHA
ှု,3,U+103E U+102F,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN U
ျသ,3,U+103B U+101E,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER SA
ဂဓ,3,U+1002 U+1013,MYANMAR LETTER GA | MYANMAR LETTER DHA
၁၁,3,U+1041 U+1041,MYANMAR DIGIT ONE | MYANMAR DIGIT ONE
၀ဂ,3,U+1040 U+1002,MYANMAR DIGIT ZERO | MYANMAR LETTER GA
ရဘ,3,U+101B U+1018,MYANMAR LETTER RA | MYANMAR LETTER BHA
ဳစ,3,U+1033 U+1005,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER CA
ျဥ,3,U+103B U+1025,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER U
ှပ,3,U+103E U+1015,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER PA
ယလ,3,U+101A U+101C,MYANMAR LETTER YA | MYANMAR LETTER LA
ဗမ,3,U+1017 U+1019,MYANMAR LETTER BA | MYANMAR LETTER MA
ကခ,3,U+1000 U+1001,MYANMAR LETTER KA | MYANMAR LETTER KHA
ညအ,3,U+100A U+1021,MYANMAR LETTER NNYA | MYANMAR LETTER A
ရဗ,3,U+101B U+1017,MYANMAR LETTER RA | MYANMAR LETTER BA
ွဝ,3,U+103D U+101D,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER WA
ပဏ,3,U+1015 U+100F,MYANMAR LETTER PA | MYANMAR LETTER NNA
ြည,3,U+103C U+100A,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER NNYA
ဇွ,3,U+1007 U+103D,MYANMAR LETTER JA | MYANMAR CONSONANT SIGN MEDIAL WA
့န,3,U+1037 U+1014,MYANMAR SIGN DOT BELOW | MYANMAR LETTER NA
၄န,3,U+1044 U+1014,MYANMAR DIGIT FOUR | MYANMAR LETTER NA
ဇေ,3,U+1007 U+1031,MYANMAR LETTER JA | MYANMAR VOWEL SIGN E
၃လ,3,U+1043 U+101C,MYANMAR DIGIT THREE | MYANMAR LETTER LA
ဖ္,3,U+1016 U+1039,MYANMAR LETTER PHA | MYANMAR SIGN VIRAMA
ဍၚ,3,U+100D U+105A,MYANMAR LETTER DDA | MYANMAR LETTER MON NGA
ယရ,2,U+101A U+101B,MYANMAR LETTER YA | MYANMAR LETTER RA
။ဖ,2,U+104B U+1016,MYANMAR SIGN SECTION | MYANMAR LETTER PHA
အါ,2,U+1021 U+102B,MYANMAR LETTER A | MYANMAR VOWEL SIGN TALL AA
ဒသ,2,U+1012 U+101E,MYANMAR LETTER DA | MYANMAR LETTER SA
ာၜ,2,U+102C U+105C,MYANMAR VOWEL SIGN AA | MYANMAR LETTER MON BBA
ဟယ,2,U+101F U+101A,MYANMAR LETTER HA | MYANMAR LETTER YA
ဇအ,2,U+1007 U+1021,MYANMAR LETTER JA | MYANMAR LETTER A
ၚဇ,2,U+105A U+1007,MYANMAR LETTER MON NGA | MYANMAR LETTER JA
ကါ,2,U+1000 U+102B,MYANMAR LETTER KA | MYANMAR VOWEL SIGN TALL AA
္ျ,2,U+1039 U+103B,MYANMAR SIGN VIRAMA | MYANMAR CONSONANT SIGN MEDIAL YA
္ေ,2,U+1039 U+1031,MYANMAR SIGN VIRAMA | MYANMAR VOWEL SIGN E
ၚၛ,2,U+105A U+105B,MYANMAR LETTER MON NGA | MYANMAR LETTER MON JHA
ၛာ,2,U+105B U+102C,MYANMAR LETTER MON JHA | MYANMAR VOWEL SIGN AA
္ယ,2,U+1039 U+101A,MYANMAR SIGN VIRAMA | MYANMAR LETTER YA
ွႏ,2,U+103D U+108F,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN RUMAI PALAUNG TONE-5
ႏြ,2,U+108F U+103C,MYANMAR SIGN RUMAI PALAUNG TONE-5 | MYANMAR CONSONANT SIGN MEDIAL RA
္ဟ,2,U+1039 U+101F,MYANMAR SIGN VIRAMA | MYANMAR LETTER HA
်ာ,2,U+103A U+102C,MYANMAR SIGN ASAT | MYANMAR VOWEL SIGN AA
ထၜ,2,U+1011 U+105C,MYANMAR LETTER THA | MYANMAR LETTER MON BBA
ယပ,2,U+101A U+1015,MYANMAR LETTER YA | MYANMAR LETTER PA
ထက,2,U+1011 U+1000,MYANMAR LETTER THA | MYANMAR LETTER KA
ၜၚ,2,U+105C U+105A,MYANMAR LETTER MON BBA | MYANMAR LETTER MON NGA
နအ,2,U+1014 U+1021,MYANMAR LETTER NA | MYANMAR LETTER A
ူဝ,2,U+1030 U+101D,MYANMAR VOWEL SIGN UU | MYANMAR LETTER WA
ဟရ,2,U+101F U+101B,MYANMAR LETTER HA | MYANMAR LETTER RA
ဘဏ,2,U+1018 U+100F,MYANMAR LETTER BHA | MYANMAR LETTER NNA
ေဿ,2,U+1031 U+103F,MYANMAR VOWEL SIGN E | MYANMAR LETTER GREAT SA
ဓဟ,2,U+1013 U+101F,MYANMAR LETTER DHA | MYANMAR LETTER HA
နသ,2,U+1014 U+101E,MYANMAR LETTER NA | MYANMAR LETTER SA
ဓတ,2,U+1013 U+1010,MYANMAR LETTER DHA | MYANMAR LETTER TA
၂န,2,U+1042 U+1014,MYANMAR DIGIT TWO | MYANMAR LETTER NA
ဃဵ,2,U+1003 U+1035,MYANMAR LETTER GHA | MYANMAR VOWEL SIGN E ABOVE
