file,characters_counted,all_text_length,nga_to_mon_nga_replacements,status
wikipedia/wikipedia_20260122_125739_2054.txt,2271,2602,74,ok
wikipedia/wikipedia_20260122_125739_1745.txt,258,299,9,ok
wikipedia/wikipedia_20260122_125739_2804.txt,281,326,10,ok
wikipedia/wikipedia_20260122_125739_1306.txt,392,457,15,ok
wikipedia/wikipedia_20260122_125739_617.txt,7357,8253,257,ok
wikipedia/wikipedia_20260122_125739_637.txt,4558,6088,142,ok
wikipedia/wikipedia_20260122_125739_3443.txt,4537,4828,1,ok
wikipedia/wikipedia_20260427_213144_174.txt,1892,2754,54,ok
wikipedia/wikipedia_20260122_125739_2175.txt,320,364,10,ok
wikipedia/wikipedia_20260122_125739_3068.txt,323,370,13,ok
wikipedia/wikipedia_20260122_125739_2853.txt,3927,4395,1,ok
wikipedia/wikipedia_20260122_125739_2396.txt,190,250,1,ok
wikipedia/wikipedia_20260122_125739_1085.txt,7948,12252,298,ok
wikipedia/wikipedia_20260122_125739_2530.txt,7681,9046,218,ok
wikipedia/wikipedia_20260122_125739_2709.txt,803,946,15,ok
wikipedia/wikipedia_20260122_125739_3381.txt,795,984,20,ok
wikipedia/wikipedia_20260122_125739_3159.txt,3755,4117,2,ok
wikipedia/wikipedia_20260122_125739_182.txt,3525,4188,322,ok
wikipedia/wikipedia_20260122_125739_2589.txt,5124,5938,410,ok
wikipedia/wikipedia_20260122_125739_213.txt,2765,3226,63,ok
wikipedia/wikipedia_20260122_125739_2248.txt,2319,2594,92,ok
wikipedia/wikipedia_20260122_125739_3102.txt,4325,5216,370,ok
wikipedia/wikipedia_20260122_125739_1172.txt,3649,6688,65,ok
wikipedia/wikipedia_20260122_125739_1696.txt,282,327,8,ok
wikipedia/wikipedia_20260122_125739_868.txt,2311,3287,90,ok
wikipedia/wikipedia_20260122_125739_1024.txt,6336,7517,187,ok
wikipedia/wikipedia_20260122_125739_3241.txt,5307,9076,131,ok
wikipedia/wikipedia_20260122_125739_304.txt,516,612,1,ok
