file,characters_counted,all_text_length,status
monnews/monnews_20260120_223250_143.txt,4599,5046,ok
monnews/monnews_20260120_223250_2668.txt,2544,2747,ok
monnews/monnews_20260120_223250_2204.txt,2073,2272,ok
monnews/monnews_20260120_223250_3455.txt,5779,6269,ok
monnews/monnews_20260120_223250_2474.txt,2133,2328,ok
monnews/monnews_20260120_223250_2190.txt,2342,2723,ok
monnews/monnews_20260120_223250_2214.txt,2285,2534,ok
monnews/monnews_20260120_223250_343.txt,5696,6046,ok
monnews/monnews_20260120_223250_904.txt,5463,5825,ok
monnews/monnews_20260120_223250_979.txt,1785,1925,ok
monnews/monnews_20260120_223250_992.txt,1498,1620,ok
monnews/monnews_20260120_223250_1487.txt,5230,5770,ok
monnews/monnews_20260120_223250_2891.txt,3837,4223,ok
monnews/monnews_20260120_223250_2268.txt,4979,5355,ok
monnews/monnews_20260120_223250_530.txt,2519,2680,ok
monnews/monnews_20260120_223250_873.txt,6477,7401,ok
monnews/monnews_20260120_223250_2118.txt,1791,1940,ok
monnews/monnews_20260120_223250_3076.txt,1292,1397,ok
monnews/monnews_20260120_223250_2441.txt,1900,2110,ok
monnews/monnews_20260120_223250_2513.txt,2684,2984,ok
monnews/monnews_20260120_223250_3228.txt,1622,1753,ok
monnews/monnews_20260120_223250_1795.txt,5335,5844,ok
monnews/monnews_20260120_223250_2437.txt,3223,3444,ok
monnews/monnews_20260120_223250_1567.txt,2168,2335,ok
monnews/monnews_20260120_223250_2942.txt,2268,2499,ok
monnews/monnews_20260120_223250_2435.txt,6753,7416,ok
monnews/monnews_20260120_223250_385.txt,1122,1251,ok
monnews/monnews_20260120_223250_3580.txt,1969,2133,ok
monnews/monnews_20260120_223250_2916.txt,49,159,ok
monnews/monnews_20260120_223250_473.txt,6217,6906,ok
monnews/monnews_20260120_223250_1307.txt,2505,2806,ok
monnews/monnews_20260120_223250_1865.txt,2465,2765,ok
monnews/monnews_20260120_223250_1234.txt,1658,1825,ok
monnews/monnews_20260120_223250_2237.txt,2980,3435,ok
monnews/monnews_20260120_223250_2381.txt,1773,1997,ok
monnews/monnews_20260120_223250_2526.txt,2462,2694,ok
monnews/monnews_20260120_223250_1563.txt,1756,1910,ok
monnews/monnews_20260120_223250_1201.txt,1962,2118,ok
monnews/monnews_20260120_223250_2602.txt,11983,13200,ok
monnews/monnews_20260120_223250_28.txt,5387,5922,ok
monnews/monnews_20260120_223250_1123.txt,1690,2036,ok
monnews/monnews_20260120_223250_3538.txt,1489,1786,ok
monnews/monnews_20260120_223250_927.txt,1326,1480,ok
monnews/monnews_20260120_223250_3279.txt,2068,2295,ok
monnews/monnews_20260120_223250_623.txt,1594,1767,ok
monnews/monnews_20260120_223250_511.txt,1822,1979,ok
monnews/monnews_20260120_223250_1165.txt,6690,7177,ok
monnews/monnews_20260120_223250_441.txt,4344,5087,ok
monnews/monnews_20260120_223250_2706.txt,2343,2643,ok
monnews/monnews_20260120_223250_575.txt,4552,4835,ok
monnews/monnews_20260120_223250_297.txt,4265,4710,ok
monnews/monnews_20260120_223250_148.txt,5589,6103,ok
monnews/monnews_20260120_223250_2046.txt,1564,1730,ok
monnews/monnews_20260120_223250_3259.txt,1500,1670,ok
