bigram,count,codepoints,unicode_names
ႏၷ,1,U+108F U+1077,MYANMAR SIGN RUMAI PALAUNG TONE-5 | MYANMAR LETTER SHAN GA
ၷဝ,1,U+1077 U+101D,MYANMAR LETTER SHAN GA | MYANMAR LETTER WA
ါ႐,1,U+102B U+1090,MYANMAR VOWEL SIGN TALL AA | MYANMAR SHAN DIGIT ZERO
ၵမ,1,U+1075 U+1019,MYANMAR LETTER SHAN KA | MYANMAR LETTER MA
1ၜ,1,U+0031 U+105C,DIGIT ONE | MYANMAR LETTER MON BBA
XY,1,U+0058 U+0059,LATIN CAPITAL LETTER X | LATIN CAPITAL LETTER Y
kဘ,1,U+006B U+1018,LATIN SMALL LETTER K | MYANMAR LETTER BHA
ပL,1,U+1015 U+004C,MYANMAR LETTER PA | LATIN CAPITAL LETTER L
ာn,1,U+102C U+006E,MYANMAR VOWEL SIGN AA | LATIN SMALL LETTER N
ာv,1,U+102C U+0076,MYANMAR VOWEL SIGN AA | LATIN SMALL LETTER V
ၟ္,1,U+105F U+1039,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR SIGN VIRAMA
%4,1,U+0025 U+0034,PERCENT SIGN | DIGIT FOUR
%5,1,U+0025 U+0035,PERCENT SIGN | DIGIT FIVE
%6,1,U+0025 U+0036,PERCENT SIGN | DIGIT SIX
%7,1,U+0025 U+0037,PERCENT SIGN | DIGIT SEVEN
%1,1,U+0025 U+0031,PERCENT SIGN | DIGIT ONE
ၜဌ,1,U+105C U+100C,MYANMAR LETTER MON BBA | MYANMAR LETTER TTHA
႕႕,1,U+1095 U+1095,MYANMAR SHAN DIGIT FIVE | MYANMAR SHAN DIGIT FIVE
0ဓ,1,U+0030 U+1013,DIGIT ZERO | MYANMAR LETTER DHA
ၛဏ,1,U+105B U+100F,MYANMAR LETTER MON JHA | MYANMAR LETTER NNA
ဂၨ,1,U+1002 U+1068,MYANMAR LETTER GA | MYANMAR VOWEL SIGN WESTERN PWO KAREN UE
ၨံ,1,U+1068 U+1036,MYANMAR VOWEL SIGN WESTERN PWO KAREN UE | MYANMAR SIGN ANUSVARA
၊ႏ,1,U+104A U+108F,MYANMAR SIGN LITTLE SECTION | MYANMAR SIGN RUMAI PALAUNG TONE-5
႘ၾ,1,U+1098 U+107E,MYANMAR SHAN DIGIT EIGHT | MYANMAR LETTER SHAN FA
႙ဏ,1,U+1099 U+100F,MYANMAR SHAN DIGIT NINE | MYANMAR LETTER NNA
အ႒,1,U+1021 U+1092,MYANMAR LETTER A | MYANMAR SHAN DIGIT TWO
႒မ,1,U+1092 U+1019,MYANMAR SHAN DIGIT TWO | MYANMAR LETTER MA
nႏ,1,U+006E U+108F,LATIN SMALL LETTER N | MYANMAR SIGN RUMAI PALAUNG TONE-5
ဌG,1,U+100C U+0047,MYANMAR LETTER TTHA | LATIN CAPITAL LETTER G
Cဦ,1,U+0043 U+1026,LATIN CAPITAL LETTER C | MYANMAR LETTER UU
ႊဟ,1,U+108A U+101F,MYANMAR SIGN SHAN TONE-6 | MYANMAR LETTER HA
Cဓ,1,U+0043 U+1013,LATIN CAPITAL LETTER C | MYANMAR LETTER DHA
ဌO,1,U+100C U+004F,MYANMAR LETTER TTHA | LATIN CAPITAL LETTER O
၆+,1,U+1046 U+002B,MYANMAR DIGIT SIX | PLUS SIGN
့ဨ,1,U+1037 U+1028,MYANMAR SIGN DOT BELOW | MYANMAR LETTER MON E
ဦၜ,1,U+1026 U+105C,MYANMAR LETTER UU | MYANMAR LETTER MON BBA
U8,1,U+0055 U+0038,LATIN CAPITAL LETTER U | DIGIT EIGHT
XE,1,U+0058 U+0045,LATIN CAPITAL LETTER X | LATIN CAPITAL LETTER E
Ìဗ,1,U+00CC U+1017,LATIN CAPITAL LETTER I WITH GRAVE | MYANMAR LETTER BA
Ìပ,1,U+00CC U+1015,LATIN CAPITAL LETTER I WITH GRAVE | MYANMAR LETTER PA
ဒN,1,U+1012 U+004E,MYANMAR LETTER DA | LATIN CAPITAL LETTER N
O၃,1,U+004F U+1043,LATIN CAPITAL LETTER O | MYANMAR DIGIT THREE
E5,1,U+0045 U+0035,LATIN CAPITAL LETTER E | DIGIT FIVE
ဵဍ,1,U+1035 U+100D,MYANMAR VOWEL SIGN E ABOVE | MYANMAR LETTER DDA
R၊,1,U+0052 U+104A,LATIN CAPITAL LETTER R | MYANMAR SIGN LITTLE SECTION
Yက,1,U+0059 U+1000,LATIN CAPITAL LETTER Y | MYANMAR LETTER KA
၉ဠ,1,U+1049 U+1020,MYANMAR DIGIT NINE | MYANMAR LETTER LLA
ါR,1,U+102B U+0052,MYANMAR VOWEL SIGN TALL AA | LATIN CAPITAL LETTER R
၌၂,1,U+104C U+1042,MYANMAR SYMBOL LOCATIVE | MYANMAR DIGIT TWO
့၉,1,U+1037 U+1049,MYANMAR SIGN DOT BELOW | MYANMAR DIGIT NINE
့၆,1,U+1037 U+1046,MYANMAR SIGN DOT BELOW | MYANMAR DIGIT SIX
0ဘ,1,U+0030 U+1018,DIGIT ZERO | MYANMAR LETTER BHA
k7,1,U+006B U+0037,LATIN SMALL LETTER K | DIGIT SEVEN
ြ့,1,U+103C U+1037,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR SIGN DOT BELOW
Ìဝ,1,U+00CC U+101D,LATIN CAPITAL LETTER I WITH GRAVE | MYANMAR LETTER WA
်Ç,1,U+103A U+00C7,MYANMAR SIGN ASAT | LATIN CAPITAL LETTER C WITH CEDILLA
Çု,1,U+00C7 U+102F,LATIN CAPITAL LETTER C WITH CEDILLA | MYANMAR VOWEL SIGN U
Tဥ,1,U+0054 U+1025,LATIN CAPITAL LETTER T | MYANMAR LETTER U
C၉,1,U+0043 U+1049,LATIN CAPITAL LETTER C | MYANMAR DIGIT NINE
၍ဂ,1,U+104D U+1002,MYANMAR SYMBOL COMPLETED | MYANMAR LETTER GA
k၂,1,U+006B U+1042,LATIN SMALL LETTER K | MYANMAR DIGIT TWO
_),1,U+005F U+0029,LOW LINE | RIGHT PARENTHESIS
ဦခ,1,U+1026 U+1001,MYANMAR LETTER UU | MYANMAR LETTER KHA
႕ာ,1,U+1095 U+102C,MYANMAR SHAN DIGIT FIVE | MYANMAR VOWEL SIGN AA
စ႘,1,U+1005 U+1098,MYANMAR LETTER CA | MYANMAR SHAN DIGIT EIGHT
ႉတ,1,U+1089 U+1010,MYANMAR SIGN SHAN TONE-5 | MYANMAR LETTER TA
႕ိ,1,U+1095 U+102D,MYANMAR SHAN DIGIT FIVE | MYANMAR VOWEL SIGN I
ံ×,1,U+1036 U+00D7,MYANMAR SIGN ANUSVARA | MULTIPLICATION SIGN
ါ×,1,U+102B U+00D7,MYANMAR VOWEL SIGN TALL AA | MULTIPLICATION SIGN
×ဍ,1,U+00D7 U+100D,MULTIPLICATION SIGN | MYANMAR LETTER DDA
×အ,1,U+00D7 U+1021,MULTIPLICATION SIGN | MYANMAR LETTER A
×ဂ,1,U+00D7 U+1002,MULTIPLICATION SIGN | MYANMAR LETTER GA
၅့,1,U+1045 U+1037,MYANMAR DIGIT FIVE | MYANMAR SIGN DOT BELOW
၂့,1,U+1042 U+1037,MYANMAR DIGIT TWO | MYANMAR SIGN DOT BELOW
NQ,1,U+004E U+0051,LATIN CAPITAL LETTER N | LATIN CAPITAL LETTER Q
+%,1,U+002B U+0025,PLUS SIGN | PERCENT SIGN
၊ဳ,1,U+104A U+1033,MYANMAR SIGN LITTLE SECTION | MYANMAR VOWEL SIGN MON II
3ဓ,1,U+0033 U+1013,DIGIT THREE | MYANMAR LETTER DHA
၄k,1,U+1044 U+006B,MYANMAR DIGIT FOUR | LATIN SMALL LETTER K
O5,1,U+004F U+0035,LATIN CAPITAL LETTER O | DIGIT FIVE
၆k,1,U+1046 U+006B,MYANMAR DIGIT SIX | LATIN SMALL LETTER K
K2,1,U+004B U+0032,LATIN CAPITAL LETTER K | DIGIT TWO
Rဍ,1,U+0052 U+100D,LATIN CAPITAL LETTER R | MYANMAR LETTER DDA
်ฺ,1,U+103A U+0E3A,MYANMAR SIGN ASAT | THAI CHARACTER PHINTHU
ฺဘ,1,U+0E3A U+1018,THAI CHARACTER PHINTHU | MYANMAR LETTER BHA
ငၾ,1,U+1004 U+107E,MYANMAR LETTER NGA | MYANMAR LETTER SHAN FA
ၾမ,1,U+107E U+1019,MYANMAR LETTER SHAN FA | MYANMAR LETTER MA
hไ,1,U+0068 U+0E44,LATIN SMALL LETTER H | THAI CHARACTER SARA AI MAIMALAI
์R,1,U+0E4C U+0052,THAI CHARACTER THANTHAKHAT | LATIN CAPITAL LETTER R
ံ¾,1,U+1036 U+00BE,MYANMAR SIGN ANUSVARA | VULGAR FRACTION THREE QUARTERS
¾ပ,1,U+00BE U+1015,VULGAR FRACTION THREE QUARTERS | MYANMAR LETTER PA
k%,1,U+006B U+0025,LATIN SMALL LETTER K | PERCENT SIGN
@i,1,U+0040 U+0069,COMMERCIAL AT | LATIN SMALL LETTER I
4ဓ,1,U+0034 U+1013,DIGIT FOUR | MYANMAR LETTER DHA
ွႏ,1,U+103D U+108F,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN RUMAI PALAUNG TONE-5
6ထ,1,U+0036 U+1011,DIGIT SIX | MYANMAR LETTER THA
ိส,1,U+102D U+0E2A,MYANMAR VOWEL SIGN I | THAI CHARACTER SO SUA
ะฉ,1,U+0E30 U+0E09,THAI CHARACTER SARA A | THAI CHARACTER CHO CHING
้T,1,U+0E49 U+0054,THAI CHARACTER MAI THO | LATIN CAPITAL LETTER T
xส,1,U+0078 U+0E2A,LATIN SMALL LETTER X | THAI CHARACTER SO SUA
"""ก",1,U+0022 U+0E01,QUOTATION MARK | THAI CHARACTER KO KAI
ณโ,1,U+0E13 U+0E42,THAI CHARACTER NO NEN | THAI CHARACTER SARA O
xเ,1,U+0078 U+0E40,LATIN SMALL LETTER X | THAI CHARACTER SARA E
fည,1,U+0066 U+100A,LATIN SMALL LETTER F | MYANMAR LETTER NNYA
ဵဲ,1,U+1035 U+1032,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN AI
@H,1,U+0040 U+0048,COMMERCIAL AT | LATIN CAPITAL LETTER H
-@,1,U+002D U+0040,HYPHEN-MINUS | COMMERCIAL AT
@e,1,U+0040 U+0065,COMMERCIAL AT | LATIN SMALL LETTER E
Hဌ,1,U+0048 U+100C,LATIN CAPITAL LETTER H | MYANMAR LETTER TTHA
း@,1,U+1038 U+0040,MYANMAR SIGN VISARGA | COMMERCIAL AT
Y0,1,U+0059 U+0030,LATIN CAPITAL LETTER Y | DIGIT ZERO
Qk,1,U+0051 U+006B,LATIN CAPITAL LETTER Q | LATIN SMALL LETTER K
jT,1,U+006A U+0054,LATIN SMALL LETTER J | LATIN CAPITAL LETTER T
ါh,1,U+102B U+0068,MYANMAR VOWEL SIGN TALL AA | LATIN SMALL LETTER H
0🙏,1,U+0030 U+1F64F,DIGIT ZERO | PERSON WITH FOLDED HANDS
ုq,1,U+102F U+0071,MYANMAR VOWEL SIGN U | LATIN SMALL LETTER Q
qအ,1,U+0071 U+1021,LATIN SMALL LETTER Q | MYANMAR LETTER A
@l,1,U+0040 U+006C,COMMERCIAL AT | LATIN SMALL LETTER L
။0,1,U+104B U+0030,MYANMAR SIGN SECTION | DIGIT ZERO
k3,1,U+006B U+0033,LATIN SMALL LETTER K | DIGIT THREE
?g,1,U+003F U+0067,QUESTION MARK | LATIN SMALL LETTER G
4#,1,U+0034 U+0023,DIGIT FOUR | NUMBER SIGN
#g,1,U+0023 U+0067,NUMBER SIGN | LATIN SMALL LETTER G
)😂,1,U+0029 U+1F602,RIGHT PARENTHESIS | FACE WITH TEARS OF JOY
😂h,1,U+1F602 U+0068,FACE WITH TEARS OF JOY | LATIN SMALL LETTER H
တh,1,U+1010 U+0068,MYANMAR LETTER TA | LATIN SMALL LETTER H
ရf,1,U+101B U+0066,MYANMAR LETTER RA | LATIN SMALL LETTER F
ာႅ,1,U+102C U+1085,MYANMAR VOWEL SIGN AA | MYANMAR VOWEL SIGN SHAN E ABOVE
ႅဂ,1,U+1085 U+1002,MYANMAR VOWEL SIGN SHAN E ABOVE | MYANMAR LETTER GA
ညT,1,U+100A U+0054,MYANMAR LETTER NNYA | LATIN CAPITAL LETTER T
(२,1,U+0028 U+0968,LEFT PARENTHESIS | DEVANAGARI DIGIT TWO
२),1,U+0968 U+0029,DEVANAGARI DIGIT TWO | RIGHT PARENTHESIS
8လ,1,U+0038 U+101C,DIGIT EIGHT | MYANMAR LETTER LA
4ဘ,1,U+0034 U+1018,DIGIT FOUR | MYANMAR LETTER BHA
?l,1,U+003F U+006C,QUESTION MARK | LATIN SMALL LETTER L
&f,1,U+0026 U+0066,AMPERSAND | LATIN SMALL LETTER F
m=,1,U+006D U+003D,LATIN SMALL LETTER M | EQUALS SIGN
&q,1,U+0026 U+0071,AMPERSAND | LATIN SMALL LETTER Q
q=,1,U+0071 U+003D,LATIN SMALL LETTER Q | EQUALS SIGN
=%,1,U+003D U+0025,EQUALS SIGN | PERCENT SIGN
@ပ,1,U+0040 U+1015,COMMERCIAL AT | MYANMAR LETTER PA
QW,1,U+0051 U+0057,LATIN CAPITAL LETTER Q | LATIN CAPITAL LETTER W
YJ,1,U+0059 U+004A,LATIN CAPITAL LETTER Y | LATIN CAPITAL LETTER J
W7,1,U+0057 U+0037,LATIN CAPITAL LETTER W | DIGIT SEVEN
Jb,1,U+004A U+0062,LATIN CAPITAL LETTER J | LATIN SMALL LETTER B
QT,1,U+0051 U+0054,LATIN CAPITAL LETTER Q | LATIN CAPITAL LETTER T
Yx,1,U+0059 U+0078,LATIN CAPITAL LETTER Y | LATIN SMALL LETTER X
YV,1,U+0059 U+0056,LATIN CAPITAL LETTER Y | LATIN CAPITAL LETTER V
Fq,1,U+0046 U+0071,LATIN CAPITAL LETTER F | LATIN SMALL LETTER Q
qk,1,U+0071 U+006B,LATIN SMALL LETTER Q | LATIN SMALL LETTER K
k9,1,U+006B U+0039,LATIN SMALL LETTER K | DIGIT NINE
Jl,1,U+004A U+006C,LATIN CAPITAL LETTER J | LATIN SMALL LETTER L
🙏@,1,U+1F64F U+0040,PERSON WITH FOLDED HANDS | COMMERCIAL AT
jt,1,U+006A U+0074,LATIN SMALL LETTER J | LATIN SMALL LETTER T
့T,1,U+1037 U+0054,MYANMAR SIGN DOT BELOW | LATIN CAPITAL LETTER T
p၁,1,U+0070 U+1041,LATIN SMALL LETTER P | MYANMAR DIGIT ONE
ျm,1,U+103B U+006D,MYANMAR CONSONANT SIGN MEDIAL YA | LATIN SMALL LETTER M
3ထ,1,U+0033 U+1011,DIGIT THREE | MYANMAR LETTER THA
္s,1,U+1039 U+0073,MYANMAR SIGN VIRAMA | LATIN SMALL LETTER S
ရ_,1,U+101B U+005F,MYANMAR LETTER RA | LOW LINE
ီ5,1,U+102E U+0035,MYANMAR VOWEL SIGN II | DIGIT FIVE
ီ6,1,U+102E U+0036,MYANMAR VOWEL SIGN II | DIGIT SIX
။‎,1,U+104B U+200E,MYANMAR SIGN SECTION | LEFT-TO-RIGHT MARK
‎၅,1,U+200E U+1045,LEFT-TO-RIGHT MARK | MYANMAR DIGIT FIVE
၊‎,1,U+104A U+200E,MYANMAR SIGN LITTLE SECTION | LEFT-TO-RIGHT MARK
‎ၜ,1,U+200E U+105C,LEFT-TO-RIGHT MARK | MYANMAR LETTER MON BBA
ှ့,1,U+103E U+1037,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN DOT BELOW
_မ,1,U+005F U+1019,LOW LINE | MYANMAR LETTER MA
ဴd,1,U+1034 U+0064,MYANMAR VOWEL SIGN MON O | LATIN SMALL LETTER D
ရ۔,1,U+101B U+06D4,MYANMAR LETTER RA | ARABIC FULL STOP
۔ဝ,1,U+06D4 U+101D,ARABIC FULL STOP | MYANMAR LETTER WA
၄@,1,U+1044 U+0040,MYANMAR DIGIT FOUR | COMMERCIAL AT
@o,1,U+0040 U+006F,COMMERCIAL AT | LATIN SMALL LETTER O
8ဝ,1,U+0038 U+101D,DIGIT EIGHT | MYANMAR LETTER WA
5👍,1,U+0035 U+1F44D,DIGIT FIVE | THUMBS UP SIGN
👍လ,1,U+1F44D U+101C,THUMBS UP SIGN | MYANMAR LETTER LA
L9,1,U+004C U+0039,LATIN CAPITAL LETTER L | DIGIT NINE
Xq,1,U+0058 U+0071,LATIN CAPITAL LETTER X | LATIN SMALL LETTER Q
q9,1,U+0071 U+0039,LATIN SMALL LETTER Q | DIGIT NINE
jv,1,U+006A U+0076,LATIN SMALL LETTER J | LATIN SMALL LETTER V
j4,1,U+006A U+0034,LATIN SMALL LETTER J | DIGIT FOUR
Lp,1,U+004C U+0070,LATIN CAPITAL LETTER L | LATIN SMALL LETTER P
ၠp,1,U+1060 U+0070,MYANMAR CONSONANT SIGN MON MEDIAL LA | LATIN SMALL LETTER P
ိ_,1,U+102D U+005F,MYANMAR VOWEL SIGN I | LOW LINE
@T,1,U+0040 U+0054,COMMERCIAL AT | LATIN CAPITAL LETTER T
"ဩ""",1,U+1029 U+0022,MYANMAR LETTER O | QUOTATION MARK
?u,1,U+003F U+0075,QUESTION MARK | LATIN SMALL LETTER U
ါZ,1,U+102B U+005A,MYANMAR VOWEL SIGN TALL AA | LATIN CAPITAL LETTER Z
u³,1,U+0075 U+00B3,LATIN SMALL LETTER U | SUPERSCRIPT THREE
³¹,1,U+00B3 U+00B9,SUPERSCRIPT THREE | SUPERSCRIPT ONE
¹v,1,U+00B9 U+0076,SUPERSCRIPT ONE | LATIN SMALL LETTER V
a¹,1,U+0061 U+00B9,LATIN SMALL LETTER A | SUPERSCRIPT ONE
¹;,1,U+00B9 U+003B,SUPERSCRIPT ONE | SEMICOLON
u။,1,U+0075 U+104B,LATIN SMALL LETTER U | MYANMAR SIGN SECTION
ီG,1,U+102E U+0047,MYANMAR VOWEL SIGN II | LATIN CAPITAL LETTER G
Tī,1,U+0054 U+012B,LATIN CAPITAL LETTER T | LATIN SMALL LETTER I WITH MACRON
īw,1,U+012B U+0077,LATIN SMALL LETTER I WITH MACRON | LATIN SMALL LETTER W
ီၢ,1,U+102E U+1062,MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN SGAW KAREN EU
ၢ်,1,U+1062 U+103A,MYANMAR VOWEL SIGN SGAW KAREN EU | MYANMAR SIGN ASAT
လ့,1,U+101C U+1037,MYANMAR LETTER LA | MYANMAR SIGN DOT BELOW
့ၤ,1,U+1037 U+1064,MYANMAR SIGN DOT BELOW | MYANMAR TONE MARK SGAW KAREN KE PHO
ၤ;,1,U+1064 U+003B,MYANMAR TONE MARK SGAW KAREN KE PHO | SEMICOLON
Āj,1,U+0100 U+006A,LATIN CAPITAL LETTER A WITH MACRON | LATIN SMALL LETTER J
ဌ၅,1,U+100C U+1045,MYANMAR LETTER TTHA | MYANMAR DIGIT FIVE
ဌ၄,1,U+100C U+1044,MYANMAR LETTER TTHA | MYANMAR DIGIT FOUR
ဃဍ,1,U+1003 U+100D,MYANMAR LETTER GHA | MYANMAR LETTER DDA
Gâ,1,U+0047 U+00E2,LATIN CAPITAL LETTER G | LATIN SMALL LETTER A WITH CIRCUMFLEX
၄°,1,U+1044 U+00B0,MYANMAR DIGIT FOUR | DEGREE SIGN
°w,1,U+00B0 U+0077,DEGREE SIGN | LATIN SMALL LETTER W
'J,1,U+0027 U+004A,APOSTROPHE | LATIN CAPITAL LETTER J
"W""",1,U+0057 U+0022,LATIN CAPITAL LETTER W | QUOTATION MARK
Hư,1,U+0048 U+01B0,LATIN CAPITAL LETTER H | LATIN SMALL LETTER U WITH HORN
ươ,1,U+01B0 U+01A1,LATIN SMALL LETTER U WITH HORN | LATIN SMALL LETTER O WITH HORN
gĐ,1,U+0067 U+0110,LATIN SMALL LETTER G | LATIN CAPITAL LETTER D WITH STROKE
Đo,1,U+0110 U+006F,LATIN CAPITAL LETTER D WITH STROKE | LATIN SMALL LETTER O
ဗա,1,U+1017 U+0561,MYANMAR LETTER BA | ARMENIAN SMALL LETTER AYB
նք,1,U+0576 U+0584,ARMENIAN SMALL LETTER NOW | ARMENIAN SMALL LETTER KEH
քူ,1,U+0584 U+1030,ARMENIAN SMALL LETTER KEH | MYANMAR VOWEL SIGN UU
နU,1,U+1014 U+0055,MYANMAR LETTER NA | LATIN CAPITAL LETTER U
ú),1,U+00FA U+0029,LATIN SMALL LETTER U WITH ACUTE | RIGHT PARENTHESIS
d၇,1,U+0064 U+1047,LATIN SMALL LETTER D | MYANMAR DIGIT SEVEN
iú,1,U+0069 U+00FA,LATIN SMALL LETTER I | LATIN SMALL LETTER U WITH ACUTE
úL,1,U+00FA U+004C,LATIN SMALL LETTER U WITH ACUTE | LATIN CAPITAL LETTER L
Lù,1,U+004C U+00F9,LATIN CAPITAL LETTER L | LATIN SMALL LETTER U WITH GRAVE
ìJ,1,U+00EC U+004A,LATIN SMALL LETTER I WITH GRAVE | LATIN CAPITAL LETTER J
ōy,1,U+014D U+0079,LATIN SMALL LETTER O WITH MACRON | LATIN SMALL LETTER Y
úX,1,U+00FA U+0058,LATIN SMALL LETTER U WITH ACUTE | LATIN CAPITAL LETTER X
Xī,1,U+0058 U+012B,LATIN CAPITAL LETTER X | LATIN SMALL LETTER I WITH MACRON
īj,1,U+012B U+006A,LATIN SMALL LETTER I WITH MACRON | LATIN SMALL LETTER J
úG,1,U+00FA U+0047,LATIN SMALL LETTER U WITH ACUTE | LATIN CAPITAL LETTER G
uì,1,U+0075 U+00EC,LATIN SMALL LETTER U | LATIN SMALL LETTER I WITH GRAVE
ìz,1,U+00EC U+007A,LATIN SMALL LETTER I WITH GRAVE | LATIN SMALL LETTER Z
ìZ,1,U+00EC U+005A,LATIN SMALL LETTER I WITH GRAVE | LATIN CAPITAL LETTER Z
&Y,1,U+0026 U+0059,AMPERSAND | LATIN CAPITAL LETTER Y
H-,1,U+0048 U+002D,LATIN CAPITAL LETTER H | HYPHEN-MINUS
^8,1,U+005E U+0038,CIRCUMFLEX ACCENT | DIGIT EIGHT
जन,1,U+091C U+0928,DEVANAGARI LETTER JA | DEVANAGARI LETTER NA
์;,1,U+0E4C U+003B,THAI CHARACTER THANTHAKHAT | SEMICOLON
rဆ,1,U+0072 U+1006,LATIN SMALL LETTER R | MYANMAR LETTER CHA
T;,1,U+0054 U+003B,LATIN CAPITAL LETTER T | SEMICOLON
K8,1,U+004B U+0038,LATIN CAPITAL LETTER K | DIGIT EIGHT
ၞ၉,1,U+105E U+1049,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR DIGIT NINE
္·,1,U+1039 U+00B7,MYANMAR SIGN VIRAMA | MIDDLE DOT
·ဂ,1,U+00B7 U+1002,MIDDLE DOT | MYANMAR LETTER GA
ြၐ,1,U+103C U+1050,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER SHA
ာၤ,1,U+102C U+1064,MYANMAR VOWEL SIGN AA | MYANMAR TONE MARK SGAW KAREN KE PHO
ၤမ,1,U+1064 U+1019,MYANMAR TONE MARK SGAW KAREN KE PHO | MYANMAR LETTER MA
ေွ,1,U+1031 U+103D,MYANMAR VOWEL SIGN E | MYANMAR CONSONANT SIGN MEDIAL WA
ဵ၇,1,U+1035 U+1047,MYANMAR VOWEL SIGN E ABOVE | MYANMAR DIGIT SEVEN
áʊ,1,U+00E1 U+028A,LATIN SMALL LETTER A WITH ACUTE | LATIN SMALL LETTER UPSILON
ɕé,1,U+0255 U+00E9,LATIN SMALL LETTER C WITH CURL | LATIN SMALL LETTER E WITH ACUTE
éɡ,1,U+00E9 U+0261,LATIN SMALL LETTER E WITH ACUTE | LATIN SMALL LETTER SCRIPT G
ɡà,1,U+0261 U+00E0,LATIN SMALL LETTER SCRIPT G | LATIN SMALL LETTER A WITH GRAVE
uထ,1,U+0075 U+1011,LATIN SMALL LETTER U | MYANMAR LETTER THA
ူÉ,1,U+1030 U+00C9,MYANMAR VOWEL SIGN UU | LATIN CAPITAL LETTER E WITH ACUTE
းo,1,U+1038 U+006F,MYANMAR SIGN VISARGA | LATIN SMALL LETTER O
9ဟ,1,U+0039 U+101F,DIGIT NINE | MYANMAR LETTER HA
9\,1,U+0039 U+005C,DIGIT NINE | REVERSE SOLIDUS
9^,1,U+0039 U+005E,DIGIT NINE | CIRCUMFLEX ACCENT
ဂT,1,U+1002 U+0054,MYANMAR LETTER GA | LATIN CAPITAL LETTER T
>B,1,U+003E U+0042,GREATER-THAN SIGN | LATIN CAPITAL LETTER B
ဳc,1,U+1033 U+0063,MYANMAR VOWEL SIGN MON II | LATIN SMALL LETTER C
ေႃ,1,U+1031 U+1083,MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN SHAN AA
ႇလ,1,U+1087 U+101C,MYANMAR SIGN SHAN TONE-2 | MYANMAR LETTER LA
၅G,1,U+1045 U+0047,MYANMAR DIGIT FIVE | LATIN CAPITAL LETTER G
Fä,1,U+0046 U+00E4,LATIN CAPITAL LETTER F | LATIN SMALL LETTER A WITH DIAERESIS
7၅,1,U+0037 U+1045,DIGIT SEVEN | MYANMAR DIGIT FIVE
nä,1,U+006E U+00E4,LATIN SMALL LETTER N | LATIN SMALL LETTER A WITH DIAERESIS
kQ,1,U+006B U+0051,LATIN SMALL LETTER K | LATIN CAPITAL LETTER Q
v^,1,U+0076 U+005E,LATIN SMALL LETTER V | CIRCUMFLEX ACCENT
f^,1,U+0066 U+005E,LATIN SMALL LETTER F | CIRCUMFLEX ACCENT
;С,1,U+003B U+0421,SEMICOLON | CYRILLIC CAPITAL LETTER ES
Со,1,U+0421 U+043E,CYRILLIC CAPITAL LETTER ES | CYRILLIC SMALL LETTER O
оф,1,U+043E U+0444,CYRILLIC SMALL LETTER O | CYRILLIC SMALL LETTER EF
я[,1,U+044F U+005B,CYRILLIC SMALL LETTER YA | LEFT SQUARE BRACKET
ɔf,1,U+0254 U+0066,LATIN SMALL LETTER OPEN O | LATIN SMALL LETTER F
jɐ,1,U+006A U+0250,LATIN SMALL LETTER J | LATIN SMALL LETTER TURNED A
ɐ],1,U+0250 U+005D,LATIN SMALL LETTER TURNED A | RIGHT SQUARE BRACKET
ဖP,1,U+1016 U+0050,MYANMAR LETTER PHA | LATIN CAPITAL LETTER P
",ن",1,U+002C U+0646,COMMA | ARABIC LETTER NOON
نر,1,U+0646 U+0631,ARABIC LETTER NOON | ARABIC LETTER REH
رگ,1,U+0631 U+06AF,ARABIC LETTER REH | ARABIC LETTER GAF
گس,1,U+06AF U+0633,ARABIC LETTER GAF | ARABIC LETTER SEEN
مح,1,U+0645 U+062D,ARABIC LETTER MEEM | ARABIC LETTER HAH
حم,1,U+062D U+0645,ARABIC LETTER HAH | ARABIC LETTER MEEM
مد,1,U+0645 U+062F,ARABIC LETTER MEEM | ARABIC LETTER DAL
دی,1,U+062F U+06CC,ARABIC LETTER DAL | ARABIC LETTER FARSI YEH
j၊,1,U+006A U+104A,LATIN SMALL LETTER J | MYANMAR SIGN LITTLE SECTION
بر,1,U+0628 U+0631,ARABIC LETTER BEH | ARABIC LETTER REH
اه,1,U+0627 U+0647,ARABIC LETTER ALEF | ARABIC LETTER HEH
هی,1,U+0647 U+06CC,ARABIC LETTER HEH | ARABIC LETTER FARSI YEH
یم,1,U+06CC U+0645,ARABIC LETTER FARSI YEH | ARABIC LETTER MEEM
مک,1,U+0645 U+06A9,ARABIC LETTER MEEM | ARABIC LETTER KEHEH
کت,1,U+06A9 U+062A,ARABIC LETTER KEHEH | ARABIC LETTER TEH
بد,1,U+0628 U+062F,ARABIC LETTER BEH | ARABIC LETTER DAL
ر),1,U+0631 U+0029,ARABIC LETTER REH | RIGHT PARENTHESIS
