bigram,count,codepoints,unicode_names
ူ့,23,U+1030 U+1037,MYANMAR VOWEL SIGN UU | MYANMAR SIGN DOT BELOW
႕တ,23,U+1095 U+1010,MYANMAR SHAN DIGIT FIVE | MYANMAR LETTER TA
ျဍ,23,U+103B U+100D,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER DDA
ဇသ,23,U+1007 U+101E,MYANMAR LETTER JA | MYANMAR LETTER SA
ွအ,23,U+103D U+1021,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER A
၇ဇ,23,U+1047 U+1007,MYANMAR DIGIT SEVEN | MYANMAR LETTER JA
ႉး,23,U+1089 U+1038,MYANMAR SIGN SHAN TONE-5 | MYANMAR SIGN VISARGA
းဃ,23,U+1038 U+1003,MYANMAR SIGN VISARGA | MYANMAR LETTER GHA
ဲေ,23,U+1032 U+1031,MYANMAR VOWEL SIGN AI | MYANMAR VOWEL SIGN E
္ႏ,23,U+1039 U+108F,MYANMAR SIGN VIRAMA | MYANMAR SIGN RUMAI PALAUNG TONE-5
အဌ,22,U+1021 U+100C,MYANMAR LETTER A | MYANMAR LETTER TTHA
မ၂,22,U+1019 U+1042,MYANMAR LETTER MA | MYANMAR DIGIT TWO
မ၃,22,U+1019 U+1043,MYANMAR LETTER MA | MYANMAR DIGIT THREE
ီဓ,22,U+102E U+1013,MYANMAR VOWEL SIGN II | MYANMAR LETTER DHA
ၚဟ,22,U+105A U+101F,MYANMAR LETTER MON NGA | MYANMAR LETTER HA
ြဘ,22,U+103C U+1018,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER BHA
။ဨ,22,U+104B U+1028,MYANMAR SIGN SECTION | MYANMAR LETTER MON E
ၠဘ,22,U+1060 U+1018,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER BHA
ေဠ,22,U+1031 U+1020,MYANMAR VOWEL SIGN E | MYANMAR LETTER LLA
ဉ္,22,U+1009 U+1039,MYANMAR LETTER NYA | MYANMAR SIGN VIRAMA
၂ဖ,22,U+1042 U+1016,MYANMAR DIGIT TWO | MYANMAR LETTER PHA
ၝတ,22,U+105D U+1010,MYANMAR LETTER MON BBE | MYANMAR LETTER TA
ရဣ,22,U+101B U+1023,MYANMAR LETTER RA | MYANMAR LETTER I
ံဠ,22,U+1036 U+1020,MYANMAR SIGN ANUSVARA | MYANMAR LETTER LLA
ဩဇ,22,U+1029 U+1007,MYANMAR LETTER O | MYANMAR LETTER JA
တၜ,22,U+1010 U+105C,MYANMAR LETTER TA | MYANMAR LETTER MON BBA
ိူ,22,U+102D U+1030,MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN UU
ာ္,22,U+102C U+1039,MYANMAR VOWEL SIGN AA | MYANMAR SIGN VIRAMA
ွလ,22,U+103D U+101C,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER LA
ႊန,21,U+108A U+1014,MYANMAR SIGN SHAN TONE-6 | MYANMAR LETTER NA
ဓဂ,21,U+1013 U+1002,MYANMAR LETTER DHA | MYANMAR LETTER GA
ရ၈,21,U+101B U+1048,MYANMAR LETTER RA | MYANMAR DIGIT EIGHT
ေ၄,21,U+1031 U+1044,MYANMAR VOWEL SIGN E | MYANMAR DIGIT FOUR
၀ဓ,21,U+1040 U+1013,MYANMAR DIGIT ZERO | MYANMAR LETTER DHA
ဿက,21,U+103F U+1000,MYANMAR LETTER GREAT SA | MYANMAR LETTER KA
၈ဇ,21,U+1048 U+1007,MYANMAR DIGIT EIGHT | MYANMAR LETTER JA
၆ဇ,21,U+1046 U+1007,MYANMAR DIGIT SIX | MYANMAR LETTER JA
ဗး,21,U+1017 U+1038,MYANMAR LETTER BA | MYANMAR SIGN VISARGA
့ပ,21,U+1037 U+1015,MYANMAR SIGN DOT BELOW | MYANMAR LETTER PA
ခည,21,U+1001 U+100A,MYANMAR LETTER KHA | MYANMAR LETTER NNYA
ၝဂ,21,U+105D U+1002,MYANMAR LETTER MON BBE | MYANMAR LETTER GA
ေဥ,21,U+1031 U+1025,MYANMAR VOWEL SIGN E | MYANMAR LETTER U
ှဳ,21,U+103E U+1033,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN MON II
ဌရ,21,U+100C U+101B,MYANMAR LETTER TTHA | MYANMAR LETTER RA
ၚဇ,21,U+105A U+1007,MYANMAR LETTER MON NGA | MYANMAR LETTER JA
ဟ၊,21,U+101F U+104A,MYANMAR LETTER HA | MYANMAR SIGN LITTLE SECTION
ယထ,21,U+101A U+1011,MYANMAR LETTER YA | MYANMAR LETTER THA
ါ၉,21,U+102B U+1049,MYANMAR VOWEL SIGN TALL AA | MYANMAR DIGIT NINE
မဴ,21,U+1019 U+1034,MYANMAR LETTER MA | MYANMAR VOWEL SIGN MON O
မဘ,21,U+1019 U+1018,MYANMAR LETTER MA | MYANMAR LETTER BHA
ၟ၊,21,U+105F U+104A,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR SIGN LITTLE SECTION
ခသ,21,U+1001 U+101E,MYANMAR LETTER KHA | MYANMAR LETTER SA
႘ၚ,21,U+1098 U+105A,MYANMAR SHAN DIGIT EIGHT | MYANMAR LETTER MON NGA
ာဠ,20,U+102C U+1020,MYANMAR VOWEL SIGN AA | MYANMAR LETTER LLA
ဠမ,20,U+1020 U+1019,MYANMAR LETTER LLA | MYANMAR LETTER MA
ၠၜ,20,U+1060 U+105C,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER MON BBA
ဟသ,20,U+101F U+101E,MYANMAR LETTER HA | MYANMAR LETTER SA
ညဏ,20,U+100A U+100F,MYANMAR LETTER NNYA | MYANMAR LETTER NNA
ဇဟ,20,U+1007 U+101F,MYANMAR LETTER JA | MYANMAR LETTER HA
ဒခ,20,U+1012 U+1001,MYANMAR LETTER DA | MYANMAR LETTER KHA
ဠဴ,20,U+1020 U+1034,MYANMAR LETTER LLA | MYANMAR VOWEL SIGN MON O
ယစ,20,U+101A U+1005,MYANMAR LETTER YA | MYANMAR LETTER CA
ြ၊,20,U+103C U+104A,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR SIGN LITTLE SECTION
၉ဘ,20,U+1049 U+1018,MYANMAR DIGIT NINE | MYANMAR LETTER BHA
ဍရ,20,U+100D U+101B,MYANMAR LETTER DDA | MYANMAR LETTER RA
ြဵ,20,U+103C U+1035,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN E ABOVE
ုေ,20,U+102F U+1031,MYANMAR VOWEL SIGN U | MYANMAR VOWEL SIGN E
ီ၁,20,U+102E U+1041,MYANMAR VOWEL SIGN II | MYANMAR DIGIT ONE
၈ဘ,20,U+1048 U+1018,MYANMAR DIGIT EIGHT | MYANMAR LETTER BHA
ေဋ,20,U+1031 U+100B,MYANMAR VOWEL SIGN E | MYANMAR LETTER TTA
တဿ,20,U+1010 U+103F,MYANMAR LETTER TA | MYANMAR LETTER GREAT SA
ဘမ,19,U+1018 U+1019,MYANMAR LETTER BHA | MYANMAR LETTER MA
ညည,19,U+100A U+100A,MYANMAR LETTER NNYA | MYANMAR LETTER NNYA
၇လ,19,U+1047 U+101C,MYANMAR DIGIT SEVEN | MYANMAR LETTER LA
ယဍ,19,U+101A U+100D,MYANMAR LETTER YA | MYANMAR LETTER DDA
ဗဏ,19,U+1017 U+100F,MYANMAR LETTER BA | MYANMAR LETTER NNA
ဟယ,19,U+101F U+101A,MYANMAR LETTER HA | MYANMAR LETTER YA
ဿ်,19,U+103F U+103A,MYANMAR LETTER GREAT SA | MYANMAR SIGN ASAT
ါ၅,19,U+102B U+1045,MYANMAR VOWEL SIGN TALL AA | MYANMAR DIGIT FIVE
၄ဍ,19,U+1044 U+100D,MYANMAR DIGIT FOUR | MYANMAR LETTER DDA
၉ဇ,19,U+1049 U+1007,MYANMAR DIGIT NINE | MYANMAR LETTER JA
ဍဍ,19,U+100D U+100D,MYANMAR LETTER DDA | MYANMAR LETTER DDA
႕ရ,19,U+1095 U+101B,MYANMAR SHAN DIGIT FIVE | MYANMAR LETTER RA
ီဥ,19,U+102E U+1025,MYANMAR VOWEL SIGN II | MYANMAR LETTER U
ခစ,19,U+1001 U+1005,MYANMAR LETTER KHA | MYANMAR LETTER CA
ွည,19,U+103D U+100A,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER NNYA
မ၄,19,U+1019 U+1044,MYANMAR LETTER MA | MYANMAR DIGIT FOUR
လထ,19,U+101C U+1011,MYANMAR LETTER LA | MYANMAR LETTER THA
ဳူ,19,U+1033 U+1030,MYANMAR VOWEL SIGN MON II | MYANMAR VOWEL SIGN UU
ဍဏ,19,U+100D U+100F,MYANMAR LETTER DDA | MYANMAR LETTER NNA
မဉ,19,U+1019 U+1009,MYANMAR LETTER MA | MYANMAR LETTER NYA
ဌစ,19,U+100C U+1005,MYANMAR LETTER TTHA | MYANMAR LETTER CA
ၠါ,19,U+1060 U+102B,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN TALL AA
ူ၈,19,U+1030 U+1048,MYANMAR VOWEL SIGN UU | MYANMAR DIGIT EIGHT
၆ၝ,19,U+1046 U+105D,MYANMAR DIGIT SIX | MYANMAR LETTER MON BBE
်၀,19,U+103A U+1040,MYANMAR SIGN ASAT | MYANMAR DIGIT ZERO
၉။,19,U+1049 U+104B,MYANMAR DIGIT NINE | MYANMAR SIGN SECTION
ဂၚ,19,U+1002 U+105A,MYANMAR LETTER GA | MYANMAR LETTER MON NGA
ၞဗ,19,U+105E U+1017,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER BA
၈ဍ,19,U+1048 U+100D,MYANMAR DIGIT EIGHT | MYANMAR LETTER DDA
၂ၝ,19,U+1042 U+105D,MYANMAR DIGIT TWO | MYANMAR LETTER MON BBE
့သ,19,U+1037 U+101E,MYANMAR SIGN DOT BELOW | MYANMAR LETTER SA
ဳ်,18,U+1033 U+103A,MYANMAR VOWEL SIGN MON II | MYANMAR SIGN ASAT
ကဘ,18,U+1000 U+1018,MYANMAR LETTER KA | MYANMAR LETTER BHA
ဓဃ,18,U+1013 U+1003,MYANMAR LETTER DHA | MYANMAR LETTER GHA
ီ၂,18,U+102E U+1042,MYANMAR VOWEL SIGN II | MYANMAR DIGIT TWO
၊ဏ,18,U+104A U+100F,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER NNA
၃ဍ,18,U+1043 U+100D,MYANMAR DIGIT THREE | MYANMAR LETTER DDA
ဖၞ,18,U+1016 U+105E,MYANMAR LETTER PHA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ူ။,18,U+1030 U+104B,MYANMAR VOWEL SIGN UU | MYANMAR SIGN SECTION
ဆသ,18,U+1006 U+101E,MYANMAR LETTER CHA | MYANMAR LETTER SA
ဨဂ,18,U+1028 U+1002,MYANMAR LETTER MON E | MYANMAR LETTER GA
ဟအ,18,U+101F U+1021,MYANMAR LETTER HA | MYANMAR LETTER A
ဖမ,18,U+1016 U+1019,MYANMAR LETTER PHA | MYANMAR LETTER MA
၇ဘ,18,U+1047 U+1018,MYANMAR DIGIT SEVEN | MYANMAR LETTER BHA
နဟ,18,U+1014 U+101F,MYANMAR LETTER NA | MYANMAR LETTER HA
၁ခ,18,U+1041 U+1001,MYANMAR DIGIT ONE | MYANMAR LETTER KHA
ရ၄,18,U+101B U+1044,MYANMAR LETTER RA | MYANMAR DIGIT FOUR
၊ဃ,18,U+104A U+1003,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER GHA
၀ယ,18,U+1040 U+101A,MYANMAR DIGIT ZERO | MYANMAR LETTER YA
့ဆ,18,U+1037 U+1006,MYANMAR SIGN DOT BELOW | MYANMAR LETTER CHA
ၞဳ,18,U+105E U+1033,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN MON II
၀။,18,U+1040 U+104B,MYANMAR DIGIT ZERO | MYANMAR SIGN SECTION
ာဦ,17,U+102C U+1026,MYANMAR VOWEL SIGN AA | MYANMAR LETTER UU
ယဗ,17,U+101A U+1017,MYANMAR LETTER YA | MYANMAR LETTER BA
ဠဍ,17,U+1020 U+100D,MYANMAR LETTER LLA | MYANMAR LETTER DDA
၇ဨ,17,U+1047 U+1028,MYANMAR DIGIT SEVEN | MYANMAR LETTER MON E
၃ဨ,17,U+1043 U+1028,MYANMAR DIGIT THREE | MYANMAR LETTER MON E
ဏဟ,17,U+100F U+101F,MYANMAR LETTER NNA | MYANMAR LETTER HA
ညဵ,17,U+100A U+1035,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN E ABOVE
ပ၊,17,U+1015 U+104A,MYANMAR LETTER PA | MYANMAR SIGN LITTLE SECTION
့စ,17,U+1037 U+1005,MYANMAR SIGN DOT BELOW | MYANMAR LETTER CA
ဌိ,17,U+100C U+102D,MYANMAR LETTER TTHA | MYANMAR VOWEL SIGN I
မ၈,17,U+1019 U+1048,MYANMAR LETTER MA | MYANMAR DIGIT EIGHT
ဃဲ,17,U+1003 U+1032,MYANMAR LETTER GHA | MYANMAR VOWEL SIGN AI
ဿလ,17,U+103F U+101C,MYANMAR LETTER GREAT SA | MYANMAR LETTER LA
ွဏ,17,U+103D U+100F,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER NNA
ရ၆,17,U+101B U+1046,MYANMAR LETTER RA | MYANMAR DIGIT SIX
၄ဠ,17,U+1044 U+1020,MYANMAR DIGIT FOUR | MYANMAR LETTER LLA
ု၀,17,U+102F U+1040,MYANMAR VOWEL SIGN U | MYANMAR DIGIT ZERO
၈ၝ,17,U+1048 U+105D,MYANMAR DIGIT EIGHT | MYANMAR LETTER MON BBE
ူ႔,17,U+1030 U+1094,MYANMAR VOWEL SIGN UU | MYANMAR SHAN DIGIT FOUR
ိ၄,17,U+102D U+1044,MYANMAR VOWEL SIGN I | MYANMAR DIGIT FOUR
မ၅,17,U+1019 U+1045,MYANMAR LETTER MA | MYANMAR DIGIT FIVE
႕ဂ,17,U+1095 U+1002,MYANMAR SHAN DIGIT FIVE | MYANMAR LETTER GA
ဖဠ,17,U+1016 U+1020,MYANMAR LETTER PHA | MYANMAR LETTER LLA
ု္,17,U+102F U+1039,MYANMAR VOWEL SIGN U | MYANMAR SIGN VIRAMA
ေဣ,17,U+1031 U+1023,MYANMAR VOWEL SIGN E | MYANMAR LETTER I
ထစ,17,U+1011 U+1005,MYANMAR LETTER THA | MYANMAR LETTER CA
ၛၚ,17,U+105B U+105A,MYANMAR LETTER MON JHA | MYANMAR LETTER MON NGA
၄ဖ,17,U+1044 U+1016,MYANMAR DIGIT FOUR | MYANMAR LETTER PHA
်ျ,17,U+103A U+103B,MYANMAR SIGN ASAT | MYANMAR CONSONANT SIGN MEDIAL YA
ႏူ,17,U+108F U+1030,MYANMAR SIGN RUMAI PALAUNG TONE-5 | MYANMAR VOWEL SIGN UU
ာေ,17,U+102C U+1031,MYANMAR VOWEL SIGN AA | MYANMAR VOWEL SIGN E
ႝအ,17,U+109D U+1021,MYANMAR VOWEL SIGN AITON AI | MYANMAR LETTER A
ေ၈,16,U+1031 U+1048,MYANMAR VOWEL SIGN E | MYANMAR DIGIT EIGHT
ဝထ,16,U+101D U+1011,MYANMAR LETTER WA | MYANMAR LETTER THA
ူ၉,16,U+1030 U+1049,MYANMAR VOWEL SIGN UU | MYANMAR DIGIT NINE
ဆစ,16,U+1006 U+1005,MYANMAR LETTER CHA | MYANMAR LETTER CA
၄ၝ,16,U+1044 U+105D,MYANMAR DIGIT FOUR | MYANMAR LETTER MON BBE
ဇ၊,16,U+1007 U+104A,MYANMAR LETTER JA | MYANMAR SIGN LITTLE SECTION
ၚခ,16,U+105A U+1001,MYANMAR LETTER MON NGA | MYANMAR LETTER KHA
၉ဍ,16,U+1049 U+100D,MYANMAR DIGIT NINE | MYANMAR LETTER DDA
နၜ,16,U+1014 U+105C,MYANMAR LETTER NA | MYANMAR LETTER MON BBA
ၞဇ,16,U+105E U+1007,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER JA
ၞရ,16,U+105E U+101B,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER RA
ၝဍ,16,U+105D U+100D,MYANMAR LETTER MON BBE | MYANMAR LETTER DDA
လဥ,16,U+101C U+1025,MYANMAR LETTER LA | MYANMAR LETTER U
လ၂,16,U+101C U+1042,MYANMAR LETTER LA | MYANMAR DIGIT TWO
့ဖ,16,U+1037 U+1016,MYANMAR SIGN DOT BELOW | MYANMAR LETTER PHA
ဌဥ,16,U+100C U+1025,MYANMAR LETTER TTHA | MYANMAR LETTER U
၅ၝ,16,U+1045 U+105D,MYANMAR DIGIT FIVE | MYANMAR LETTER MON BBE
ဲာ,16,U+1032 U+102C,MYANMAR VOWEL SIGN AI | MYANMAR VOWEL SIGN AA
ကဥ,16,U+1000 U+1025,MYANMAR LETTER KA | MYANMAR LETTER U
်ြ,16,U+103A U+103C,MYANMAR SIGN ASAT | MYANMAR CONSONANT SIGN MEDIAL RA
ဍဝ,16,U+100D U+101D,MYANMAR LETTER DDA | MYANMAR LETTER WA
သႆ,16,U+101E U+1086,MYANMAR LETTER SA | MYANMAR VOWEL SIGN SHAN FINAL Y
ႆတ,16,U+1086 U+1010,MYANMAR VOWEL SIGN SHAN FINAL Y | MYANMAR LETTER TA
ဘွ,15,U+1018 U+103D,MYANMAR LETTER BHA | MYANMAR CONSONANT SIGN MEDIAL WA
ဓသ,15,U+1013 U+101E,MYANMAR LETTER DHA | MYANMAR LETTER SA
ညဍ,15,U+100A U+100D,MYANMAR LETTER NNYA | MYANMAR LETTER DDA
ါဌ,15,U+102B U+100C,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER TTHA
ုှ,15,U+102F U+103E,MYANMAR VOWEL SIGN U | MYANMAR CONSONANT SIGN MEDIAL HA
၊ဩ,15,U+104A U+1029,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER O
တဠ,15,U+1010 U+1020,MYANMAR LETTER TA | MYANMAR LETTER LLA
ဝခ,15,U+101D U+1001,MYANMAR LETTER WA | MYANMAR LETTER KHA
၁ဨ,15,U+1041 U+1028,MYANMAR DIGIT ONE | MYANMAR LETTER MON E
ဇဌ,15,U+1007 U+100C,MYANMAR LETTER JA | MYANMAR LETTER TTHA
၀ခ,15,U+1040 U+1001,MYANMAR DIGIT ZERO | MYANMAR LETTER KHA
႕လ,15,U+1095 U+101C,MYANMAR SHAN DIGIT FIVE | MYANMAR LETTER LA
တဖ,15,U+1010 U+1016,MYANMAR LETTER TA | MYANMAR LETTER PHA
ယ၂,15,U+101A U+1042,MYANMAR LETTER YA | MYANMAR DIGIT TWO
ၞလ,15,U+105E U+101C,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER LA
းဧ,15,U+1038 U+1027,MYANMAR SIGN VISARGA | MYANMAR LETTER E
႕က,15,U+1095 U+1000,MYANMAR SHAN DIGIT FIVE | MYANMAR LETTER KA
ဇခ,15,U+1007 U+1001,MYANMAR LETTER JA | MYANMAR LETTER KHA
ျထ,15,U+103B U+1011,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER THA
၅ခ,15,U+1045 U+1001,MYANMAR DIGIT FIVE | MYANMAR LETTER KHA
၊၇,15,U+104A U+1047,MYANMAR SIGN LITTLE SECTION | MYANMAR DIGIT SEVEN
ဝဴ,15,U+101D U+1034,MYANMAR LETTER WA | MYANMAR VOWEL SIGN MON O
ဠဗ,15,U+1020 U+1017,MYANMAR LETTER LLA | MYANMAR LETTER BA
ရဠ,15,U+101B U+1020,MYANMAR LETTER RA | MYANMAR LETTER LLA
ဏပ,15,U+100F U+1015,MYANMAR LETTER NNA | MYANMAR LETTER PA
ၞ၊,15,U+105E U+104A,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR SIGN LITTLE SECTION
စဿ,15,U+1005 U+103F,MYANMAR LETTER CA | MYANMAR LETTER GREAT SA
မ၆,15,U+1019 U+1046,MYANMAR LETTER MA | MYANMAR DIGIT SIX
ဃမ,15,U+1003 U+1019,MYANMAR LETTER GHA | MYANMAR LETTER MA
ၐိ,15,U+1050 U+102D,MYANMAR LETTER SHA | MYANMAR VOWEL SIGN I
တၼ,15,U+1010 U+107C,MYANMAR LETTER TA | MYANMAR LETTER SHAN NA
ဇယ,14,U+1007 U+101A,MYANMAR LETTER JA | MYANMAR LETTER YA
ယ၁,14,U+101A U+1041,MYANMAR LETTER YA | MYANMAR DIGIT ONE
ဿဝ,14,U+103F U+101D,MYANMAR LETTER GREAT SA | MYANMAR LETTER WA
ဟည,14,U+101F U+100A,MYANMAR LETTER HA | MYANMAR LETTER NNYA
ဠန,14,U+1020 U+1014,MYANMAR LETTER LLA | MYANMAR LETTER NA
ဴဥ,14,U+1034 U+1025,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER U
ဠသ,14,U+1020 U+101E,MYANMAR LETTER LLA | MYANMAR LETTER SA
စျ,14,U+1005 U+103B,MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MEDIAL YA
၂ည,14,U+1042 U+100A,MYANMAR DIGIT TWO | MYANMAR LETTER NNYA
၈ခ,14,U+1048 U+1001,MYANMAR DIGIT EIGHT | MYANMAR LETTER KHA
ယဉ,14,U+101A U+1009,MYANMAR LETTER YA | MYANMAR LETTER NYA
၅ဆ,14,U+1045 U+1006,MYANMAR DIGIT FIVE | MYANMAR LETTER CHA
၆ၜ,14,U+1046 U+105C,MYANMAR DIGIT SIX | MYANMAR LETTER MON BBA
ဲဋ,14,U+1032 U+100B,MYANMAR VOWEL SIGN AI | MYANMAR LETTER TTA
ေ၆,14,U+1031 U+1046,MYANMAR VOWEL SIGN E | MYANMAR DIGIT SIX
႕သ,14,U+1095 U+101E,MYANMAR SHAN DIGIT FIVE | MYANMAR LETTER SA
ေ၉,14,U+1031 U+1049,MYANMAR VOWEL SIGN E | MYANMAR DIGIT NINE
၄ခ,14,U+1044 U+1001,MYANMAR DIGIT FOUR | MYANMAR LETTER KHA
ိိ,14,U+102D U+102D,MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN I
ွရ,14,U+103D U+101B,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER RA
ေ၇,14,U+1031 U+1047,MYANMAR VOWEL SIGN E | MYANMAR DIGIT SEVEN
ၟမ,14,U+105F U+1019,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR LETTER MA
ဟဇ,14,U+101F U+1007,MYANMAR LETTER HA | MYANMAR LETTER JA
ဒဘ,14,U+1012 U+1018,MYANMAR LETTER DA | MYANMAR LETTER BHA
၅ဖ,14,U+1045 U+1016,MYANMAR DIGIT FIVE | MYANMAR LETTER PHA
အဠ,14,U+1021 U+1020,MYANMAR LETTER A | MYANMAR LETTER LLA
ယဆ,14,U+101A U+1006,MYANMAR LETTER YA | MYANMAR LETTER CHA
နဓ,14,U+1014 U+1013,MYANMAR LETTER NA | MYANMAR LETTER DHA
၃ဟ,14,U+1043 U+101F,MYANMAR DIGIT THREE | MYANMAR LETTER HA
ါ။,14,U+102B U+104B,MYANMAR VOWEL SIGN TALL AA | MYANMAR SIGN SECTION
ဖီ,14,U+1016 U+102E,MYANMAR LETTER PHA | MYANMAR VOWEL SIGN II
ဒဖ,14,U+1012 U+1016,MYANMAR LETTER DA | MYANMAR LETTER PHA
၂ထ,14,U+1042 U+1011,MYANMAR DIGIT TWO | MYANMAR LETTER THA
္ဟ,14,U+1039 U+101F,MYANMAR SIGN VIRAMA | MYANMAR LETTER HA
ဥရ,14,U+1025 U+101B,MYANMAR LETTER U | MYANMAR LETTER RA
၊ေ,14,U+104A U+1031,MYANMAR SIGN LITTLE SECTION | MYANMAR VOWEL SIGN E
ု႙,14,U+102F U+1099,MYANMAR VOWEL SIGN U | MYANMAR SHAN DIGIT NINE
ႝဂ,14,U+109D U+1002,MYANMAR VOWEL SIGN AITON AI | MYANMAR LETTER GA
ြဗ,13,U+103C U+1017,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER BA
ယဘ,13,U+101A U+1018,MYANMAR LETTER YA | MYANMAR LETTER BHA
ရ၇,13,U+101B U+1047,MYANMAR LETTER RA | MYANMAR DIGIT SEVEN
၇ဍ,13,U+1047 U+100D,MYANMAR DIGIT SEVEN | MYANMAR LETTER DDA
ညႊ,13,U+100A U+108A,MYANMAR LETTER NNYA | MYANMAR SIGN SHAN TONE-6
ုဦ,13,U+102F U+1026,MYANMAR VOWEL SIGN U | MYANMAR LETTER UU
က၅,13,U+1000 U+1045,MYANMAR LETTER KA | MYANMAR DIGIT FIVE
၂ဆ,13,U+1042 U+1006,MYANMAR DIGIT TWO | MYANMAR LETTER CHA
ထသ,13,U+1011 U+101E,MYANMAR LETTER THA | MYANMAR LETTER SA
နဖ,13,U+1014 U+1016,MYANMAR LETTER NA | MYANMAR LETTER PHA
႕၊,13,U+1095 U+104A,MYANMAR SHAN DIGIT FIVE | MYANMAR SIGN LITTLE SECTION
၄ဟ,13,U+1044 U+101F,MYANMAR DIGIT FOUR | MYANMAR LETTER HA
မဋ,13,U+1019 U+100B,MYANMAR LETTER MA | MYANMAR LETTER TTA
၃ည,13,U+1043 U+100A,MYANMAR DIGIT THREE | MYANMAR LETTER NNYA
၆ဍ,13,U+1046 U+100D,MYANMAR DIGIT SIX | MYANMAR LETTER DDA
ၚဏ,13,U+105A U+100F,MYANMAR LETTER MON NGA | MYANMAR LETTER NNA
၉း,13,U+1049 U+1038,MYANMAR DIGIT NINE | MYANMAR SIGN VISARGA
ၞဝ,13,U+105E U+101D,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER WA
ၞဒ,13,U+105E U+1012,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER DA
ူဋ,13,U+1030 U+100B,MYANMAR VOWEL SIGN UU | MYANMAR LETTER TTA
႔က,13,U+1094 U+1000,MYANMAR SHAN DIGIT FOUR | MYANMAR LETTER KA
နဥ,13,U+1014 U+1025,MYANMAR LETTER NA | MYANMAR LETTER U
ဏသ,13,U+100F U+101E,MYANMAR LETTER NNA | MYANMAR LETTER SA
ဠည,13,U+1020 U+100A,MYANMAR LETTER LLA | MYANMAR LETTER NNYA
ဆဳ,13,U+1006 U+1033,MYANMAR LETTER CHA | MYANMAR VOWEL SIGN MON II
ဂ်,13,U+1002 U+103A,MYANMAR LETTER GA | MYANMAR SIGN ASAT
ဨမ,13,U+1028 U+1019,MYANMAR LETTER MON E | MYANMAR LETTER MA
ိဣ,13,U+102D U+1023,MYANMAR VOWEL SIGN I | MYANMAR LETTER I
ဴ၈,13,U+1034 U+1048,MYANMAR VOWEL SIGN MON O | MYANMAR DIGIT EIGHT
ဿံ,13,U+103F U+1036,MYANMAR LETTER GREAT SA | MYANMAR SIGN ANUSVARA
႐ု,13,U+1090 U+102F,MYANMAR SHAN DIGIT ZERO | MYANMAR VOWEL SIGN U
ၼႏ,13,U+107C U+108F,MYANMAR LETTER SHAN NA | MYANMAR SIGN RUMAI PALAUNG TONE-5
ဃဂ,12,U+1003 U+1002,MYANMAR LETTER GHA | MYANMAR LETTER GA
့ဂ,12,U+1037 U+1002,MYANMAR SIGN DOT BELOW | MYANMAR LETTER GA
။ဩ,12,U+104B U+1029,MYANMAR SIGN SECTION | MYANMAR LETTER O
၈ဨ,12,U+1048 U+1028,MYANMAR DIGIT EIGHT | MYANMAR LETTER MON E
ၚဝ,12,U+105A U+101D,MYANMAR LETTER MON NGA | MYANMAR LETTER WA
ဴ၅,12,U+1034 U+1045,MYANMAR VOWEL SIGN MON O | MYANMAR DIGIT FIVE
