trigram,count,codepoints,unicode_names
ဲရ၊,5,U+1032 U+101B U+104A,MYANMAR VOWEL SIGN AI | MYANMAR LETTER RA | MYANMAR SIGN LITTLE SECTION
ါဗ္,5,U+102B U+1017 U+1039,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER BA | MYANMAR SIGN VIRAMA
ါံပ,5,U+102B U+1036 U+1015,MYANMAR VOWEL SIGN TALL AA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER PA
းတြ,5,U+1038 U+1010 U+103C,MYANMAR SIGN VISARGA | MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MEDIAL RA
ြဴစ,5,U+103C U+1034 U+1005,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER CA
ကူ၊,5,U+1000 U+1030 U+104A,MYANMAR LETTER KA | MYANMAR VOWEL SIGN UU | MYANMAR SIGN LITTLE SECTION
သုက,5,U+101E U+102F U+1000,MYANMAR LETTER SA | MYANMAR VOWEL SIGN U | MYANMAR LETTER KA
ၠုပ,5,U+1060 U+102F U+1015,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN U | MYANMAR LETTER PA
မဂ္,5,U+1019 U+1002 U+1039,MYANMAR LETTER MA | MYANMAR LETTER GA | MYANMAR SIGN VIRAMA
မသီ,5,U+1019 U+101E U+102E,MYANMAR LETTER MA | MYANMAR LETTER SA | MYANMAR VOWEL SIGN II
ဲအတ,5,U+1032 U+1021 U+1010,MYANMAR VOWEL SIGN AI | MYANMAR LETTER A | MYANMAR LETTER TA
ရဝ်,5,U+101B U+101D U+103A,MYANMAR LETTER RA | MYANMAR LETTER WA | MYANMAR SIGN ASAT
၊တွ,5,U+104A U+1010 U+103D,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MEDIAL WA
ရးက,5,U+101B U+1038 U+1000,MYANMAR LETTER RA | MYANMAR SIGN VISARGA | MYANMAR LETTER KA
။ပၞ,5,U+104B U+1015 U+105E,MYANMAR SIGN SECTION | MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MON MEDIAL NA
်၅စ,5,U+103A U+1045 U+1005,MYANMAR SIGN ASAT | MYANMAR DIGIT FIVE | MYANMAR LETTER CA
၅စွ,5,U+1045 U+1005 U+103D,MYANMAR DIGIT FIVE | MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MEDIAL WA
ဍဳပ,5,U+100D U+1033 U+1015,MYANMAR LETTER DDA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER PA
ုဟလ,5,U+102F U+101F U+101C,MYANMAR VOWEL SIGN U | MYANMAR LETTER HA | MYANMAR LETTER LA
ဟလဲ,5,U+101F U+101C U+1032,MYANMAR LETTER HA | MYANMAR LETTER LA | MYANMAR VOWEL SIGN AI
်၄စ,5,U+103A U+1044 U+1005,MYANMAR SIGN ASAT | MYANMAR DIGIT FOUR | MYANMAR LETTER CA
ံ၊ပ,5,U+1036 U+104A U+1015,MYANMAR SIGN ANUSVARA | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER PA
ြဴက,5,U+103C U+1034 U+1000,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER KA
ံလပ,5,U+1036 U+101C U+1015,MYANMAR SIGN ANUSVARA | MYANMAR LETTER LA | MYANMAR LETTER PA
ျတု,5,U+103B U+1010 U+102F,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER TA | MYANMAR VOWEL SIGN U
ၚဲသ,5,U+105A U+1032 U+101E,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER SA
ဟော,5,U+101F U+1031 U+102C,MYANMAR LETTER HA | MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AA
မ်န,5,U+1019 U+103A U+1014,MYANMAR LETTER MA | MYANMAR SIGN ASAT | MYANMAR LETTER NA
ဘုတ,5,U+1018 U+102F U+1010,MYANMAR LETTER BHA | MYANMAR VOWEL SIGN U | MYANMAR LETTER TA
၊စမ,5,U+104A U+1005 U+1019,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER CA | MYANMAR LETTER MA
ဗ္ၚ,5,U+1017 U+1039 U+105A,MYANMAR LETTER BA | MYANMAR SIGN VIRAMA | MYANMAR LETTER MON NGA
ုရဂ,5,U+102F U+101B U+1002,MYANMAR VOWEL SIGN U | MYANMAR LETTER RA | MYANMAR LETTER GA
ျူပ,5,U+103B U+1030 U+1015,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER PA
ျာံ,5,U+103B U+102C U+1036,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN AA | MYANMAR SIGN ANUSVARA
သဳဗ,5,U+101E U+1033 U+1017,MYANMAR LETTER SA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER BA
ုကိ,5,U+102F U+1000 U+102D,MYANMAR VOWEL SIGN U | MYANMAR LETTER KA | MYANMAR VOWEL SIGN I
မာစ,5,U+1019 U+102C U+1005,MYANMAR LETTER MA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER CA
ောရ,5,U+1031 U+102C U+101B,MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AA | MYANMAR LETTER RA
ကၠတ,5,U+1000 U+1060 U+1010,MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER TA
၂၄စ,5,U+1042 U+1044 U+1005,MYANMAR DIGIT TWO | MYANMAR DIGIT FOUR | MYANMAR LETTER CA
၇၀၀,5,U+1047 U+1040 U+1040,MYANMAR DIGIT SEVEN | MYANMAR DIGIT ZERO | MYANMAR DIGIT ZERO
၂တၠ,5,U+1042 U+1010 U+1060,MYANMAR DIGIT TWO | MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ိ၊စ,5,U+102D U+104A U+1005,MYANMAR VOWEL SIGN I | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER CA
၁၀မ,5,U+1041 U+1040 U+1019,MYANMAR DIGIT ONE | MYANMAR DIGIT ZERO | MYANMAR LETTER MA
ိနေ,5,U+102D U+1014 U+1031,MYANMAR VOWEL SIGN I | MYANMAR LETTER NA | MYANMAR VOWEL SIGN E
ုၜါ,5,U+102F U+105C U+102B,MYANMAR VOWEL SIGN U | MYANMAR LETTER MON BBA | MYANMAR VOWEL SIGN TALL AA
ဲတံ,5,U+1032 U+1010 U+1036,MYANMAR VOWEL SIGN AI | MYANMAR LETTER TA | MYANMAR SIGN ANUSVARA
ူရု,5,U+1030 U+101B U+102F,MYANMAR VOWEL SIGN UU | MYANMAR LETTER RA | MYANMAR VOWEL SIGN U
ူတမ,5,U+1030 U+1010 U+1019,MYANMAR VOWEL SIGN UU | MYANMAR LETTER TA | MYANMAR LETTER MA
်ဖရ,5,U+103A U+1016 U+101B,MYANMAR SIGN ASAT | MYANMAR LETTER PHA | MYANMAR LETTER RA
၂ဂှ,5,U+1042 U+1002 U+103E,MYANMAR DIGIT TWO | MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MEDIAL HA
အတး,5,U+1021 U+1010 U+1038,MYANMAR LETTER A | MYANMAR LETTER TA | MYANMAR SIGN VISARGA
၁၂၈,5,U+1041 U+1042 U+1048,MYANMAR DIGIT ONE | MYANMAR DIGIT TWO | MYANMAR DIGIT EIGHT
ဒိတ,5,U+1012 U+102D U+1010,MYANMAR LETTER DA | MYANMAR VOWEL SIGN I | MYANMAR LETTER TA
တိဗ,5,U+1010 U+102D U+1017,MYANMAR LETTER TA | MYANMAR VOWEL SIGN I | MYANMAR LETTER BA
အနေ,5,U+1021 U+1014 U+1031,MYANMAR LETTER A | MYANMAR LETTER NA | MYANMAR VOWEL SIGN E
်၅မ,5,U+103A U+1045 U+1019,MYANMAR SIGN ASAT | MYANMAR DIGIT FIVE | MYANMAR LETTER MA
ွေတ,5,U+103D U+1031 U+1010,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN E | MYANMAR LETTER TA
်၈မ,5,U+103A U+1048 U+1019,MYANMAR SIGN ASAT | MYANMAR DIGIT EIGHT | MYANMAR LETTER MA
၈မံ,5,U+1048 U+1019 U+1036,MYANMAR DIGIT EIGHT | MYANMAR LETTER MA | MYANMAR SIGN ANUSVARA
ိ၊ဒ,5,U+102D U+104A U+1012,MYANMAR VOWEL SIGN I | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER DA
ၚဲလ,5,U+105A U+1032 U+101C,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER LA
၆မံ,5,U+1046 U+1019 U+1036,MYANMAR DIGIT SIX | MYANMAR LETTER MA | MYANMAR SIGN ANUSVARA
၁၀က,5,U+1041 U+1040 U+1000,MYANMAR DIGIT ONE | MYANMAR DIGIT ZERO | MYANMAR LETTER KA
ဂူမ,5,U+1002 U+1030 U+1019,MYANMAR LETTER GA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER MA
္ၚဂ,5,U+1039 U+105A U+1002,MYANMAR SIGN VIRAMA | MYANMAR LETTER MON NGA | MYANMAR LETTER GA
ူစ်,5,U+1030 U+1005 U+103A,MYANMAR VOWEL SIGN UU | MYANMAR LETTER CA | MYANMAR SIGN ASAT
ူရး,5,U+1030 U+101B U+1038,MYANMAR VOWEL SIGN UU | MYANMAR LETTER RA | MYANMAR SIGN VISARGA
ာအပ,5,U+102C U+1021 U+1015,MYANMAR VOWEL SIGN AA | MYANMAR LETTER A | MYANMAR LETTER PA
အခြ,5,U+1021 U+1001 U+103C,MYANMAR LETTER A | MYANMAR LETTER KHA | MYANMAR CONSONANT SIGN MEDIAL RA
ဥလာ,5,U+1025 U+101C U+102C,MYANMAR LETTER U | MYANMAR LETTER LA | MYANMAR VOWEL SIGN AA
ကသူ,5,U+1000 U+101E U+1030,MYANMAR LETTER KA | MYANMAR LETTER SA | MYANMAR VOWEL SIGN UU
တုတ,5,U+1010 U+102F U+1010,MYANMAR LETTER TA | MYANMAR VOWEL SIGN U | MYANMAR LETTER TA
ခုၚ,5,U+1001 U+102F U+105A,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN U | MYANMAR LETTER MON NGA
ကှ်,5,U+1000 U+103E U+103A,MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT
နှဴ,5,U+1014 U+103E U+1034,MYANMAR LETTER NA | MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN MON O
မ်ဟ,5,U+1019 U+103A U+101F,MYANMAR LETTER MA | MYANMAR SIGN ASAT | MYANMAR LETTER HA
ည်မ,5,U+100A U+103A U+1019,MYANMAR LETTER NNYA | MYANMAR SIGN ASAT | MYANMAR LETTER MA
ျူက,5,U+103B U+1030 U+1000,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER KA
ရးရ,5,U+101B U+1038 U+101B,MYANMAR LETTER RA | MYANMAR SIGN VISARGA | MYANMAR LETTER RA
ြဟာ,5,U+103C U+101F U+102C,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER HA | MYANMAR VOWEL SIGN AA
ကျဥ,5,U+1000 U+103B U+1025,MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER U
မာဍ,5,U+1019 U+102C U+100D,MYANMAR LETTER MA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER DDA
ၞံက,5,U+105E U+1036 U+1000,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER KA
သၞူ,5,U+101E U+105E U+1030,MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN UU
းစက,5,U+1038 U+1005 U+1000,MYANMAR SIGN VISARGA | MYANMAR LETTER CA | MYANMAR LETTER KA
ဗမွ,5,U+1017 U+1019 U+103D,MYANMAR LETTER BA | MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MEDIAL WA
မျေ,5,U+1019 U+103B U+1031,MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN E
ာမတ,5,U+102C U+1019 U+1010,MYANMAR VOWEL SIGN AA | MYANMAR LETTER MA | MYANMAR LETTER TA
ဴဗီ,5,U+1034 U+1017 U+102E,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER BA | MYANMAR VOWEL SIGN II
ၟာ၊,5,U+105F U+102C U+104A,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN AA | MYANMAR SIGN LITTLE SECTION
ဳထဝ,5,U+1033 U+1011 U+101D,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER THA | MYANMAR LETTER WA
၁ဗွ,5,U+1041 U+1017 U+103D,MYANMAR DIGIT ONE | MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MEDIAL WA
ျမန,5,U+103B U+1019 U+1014,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER MA | MYANMAR LETTER NA
ပုည,5,U+1015 U+102F U+100A,MYANMAR LETTER PA | MYANMAR VOWEL SIGN U | MYANMAR LETTER NNYA
ရ။ဝ,5,U+101B U+104B U+101D,MYANMAR LETTER RA | MYANMAR SIGN SECTION | MYANMAR LETTER WA
။ဝွ,5,U+104B U+101D U+103D,MYANMAR SIGN SECTION | MYANMAR LETTER WA | MYANMAR CONSONANT SIGN MEDIAL WA
တိဏ,5,U+1010 U+102D U+100F,MYANMAR LETTER TA | MYANMAR VOWEL SIGN I | MYANMAR LETTER NNA
ိဏအ,5,U+102D U+100F U+1021,MYANMAR VOWEL SIGN I | MYANMAR LETTER NNA | MYANMAR LETTER A
ဵုဣ,5,U+1035 U+102F U+1023,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U | MYANMAR LETTER I
ုဣစ,5,U+102F U+1023 U+1005,MYANMAR VOWEL SIGN U | MYANMAR LETTER I | MYANMAR LETTER CA
စဳက,5,U+1005 U+1033 U+1000,MYANMAR LETTER CA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER KA
ှုဲ,5,U+103E U+102F U+1032,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN U | MYANMAR VOWEL SIGN AI
ုဝွ,5,U+102F U+101D U+103D,MYANMAR VOWEL SIGN U | MYANMAR LETTER WA | MYANMAR CONSONANT SIGN MEDIAL WA
ဲလၚ,5,U+1032 U+101C U+105A,MYANMAR VOWEL SIGN AI | MYANMAR LETTER LA | MYANMAR LETTER MON NGA
လၚေ,5,U+101C U+105A U+1031,MYANMAR LETTER LA | MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN E
၉ဗွ,5,U+1049 U+1017 U+103D,MYANMAR DIGIT NINE | MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MEDIAL WA
ုနရ,5,U+102F U+1014 U+101B,MYANMAR VOWEL SIGN U | MYANMAR LETTER NA | MYANMAR LETTER RA
က္လ,5,U+1000 U+1039 U+101C,MYANMAR LETTER KA | MYANMAR SIGN VIRAMA | MYANMAR LETTER LA
ရာဓ,5,U+101B U+102C U+1013,MYANMAR LETTER RA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER DHA
ာဓပ,5,U+102C U+1013 U+1015,MYANMAR VOWEL SIGN AA | MYANMAR LETTER DHA | MYANMAR LETTER PA
ဓပု,5,U+1013 U+1015 U+102F,MYANMAR LETTER DHA | MYANMAR LETTER PA | MYANMAR VOWEL SIGN U
ကျဝ,5,U+1000 U+103B U+101D,MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER WA
်ဨယ,5,U+103A U+1028 U+101A,MYANMAR SIGN ASAT | MYANMAR LETTER MON E | MYANMAR LETTER YA
ဨယ်,5,U+1028 U+101A U+103A,MYANMAR LETTER MON E | MYANMAR LETTER YA | MYANMAR SIGN ASAT
းဟ်,5,U+1038 U+101F U+103A,MYANMAR SIGN VISARGA | MYANMAR LETTER HA | MYANMAR SIGN ASAT
စ္လ,5,U+1005 U+1039 U+101C,MYANMAR LETTER CA | MYANMAR SIGN VIRAMA | MYANMAR LETTER LA
္လတ,5,U+1039 U+101C U+1010,MYANMAR SIGN VIRAMA | MYANMAR LETTER LA | MYANMAR LETTER TA
ဖာအ,5,U+1016 U+102C U+1021,MYANMAR LETTER PHA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER A
မမဒ,5,U+1019 U+1019 U+1012,MYANMAR LETTER MA | MYANMAR LETTER MA | MYANMAR LETTER DA
ကျွ,5,U+1000 U+103B U+103D,MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR CONSONANT SIGN MEDIAL WA
ျွန,5,U+103B U+103D U+1014,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER NA
ပုန,5,U+1015 U+102F U+1014,MYANMAR LETTER PA | MYANMAR VOWEL SIGN U | MYANMAR LETTER NA
ကာရ,5,U+1000 U+102C U+101B,MYANMAR LETTER KA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER RA
မစက,5,U+1019 U+1005 U+1000,MYANMAR LETTER MA | MYANMAR LETTER CA | MYANMAR LETTER KA
မဝေ,5,U+1019 U+101D U+1031,MYANMAR LETTER MA | MYANMAR LETTER WA | MYANMAR VOWEL SIGN E
ဒြေ,5,U+1012 U+103C U+1031,MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN E
ယျဝ,5,U+101A U+103B U+101D,MYANMAR LETTER YA | MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER WA
မွန,5,U+1019 U+103D U+1014,MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER NA
။မအ,5,U+104B U+1019 U+1021,MYANMAR SIGN SECTION | MYANMAR LETTER MA | MYANMAR LETTER A
ဝဳယ,5,U+101D U+1033 U+101A,MYANMAR LETTER WA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER YA
ျေန,5,U+103B U+1031 U+1014,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN E | MYANMAR LETTER NA
္မဒ,5,U+1039 U+1019 U+1012,MYANMAR SIGN VIRAMA | MYANMAR LETTER MA | MYANMAR LETTER DA
မဒေ,5,U+1019 U+1012 U+1031,MYANMAR LETTER MA | MYANMAR LETTER DA | MYANMAR VOWEL SIGN E
လာမ,5,U+101C U+102C U+1019,MYANMAR LETTER LA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER MA
ေဒၟ,5,U+1031 U+1012 U+105F,MYANMAR VOWEL SIGN E | MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ူသေ,5,U+1030 U+101E U+1031,MYANMAR VOWEL SIGN UU | MYANMAR LETTER SA | MYANMAR VOWEL SIGN E
ၜက်,5,U+105C U+1000 U+103A,MYANMAR LETTER MON BBA | MYANMAR LETTER KA | MYANMAR SIGN ASAT
်ၚူ,5,U+103A U+105A U+1030,MYANMAR SIGN ASAT | MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN UU
မပထ,5,U+1019 U+1015 U+1011,MYANMAR LETTER MA | MYANMAR LETTER PA | MYANMAR LETTER THA
ကရဳ,5,U+1000 U+101B U+1033,MYANMAR LETTER KA | MYANMAR LETTER RA | MYANMAR VOWEL SIGN MON II
ဗဟု,4,U+1017 U+101F U+102F,MYANMAR LETTER BA | MYANMAR LETTER HA | MYANMAR VOWEL SIGN U
ဟုသ,4,U+101F U+102F U+101E,MYANMAR LETTER HA | MYANMAR VOWEL SIGN U | MYANMAR LETTER SA
တသွ,4,U+1010 U+101E U+103D,MYANMAR LETTER TA | MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MEDIAL WA
ိဟာ,4,U+102D U+101F U+102C,MYANMAR VOWEL SIGN I | MYANMAR LETTER HA | MYANMAR VOWEL SIGN AA
ယော,4,U+101A U+1031 U+102C,MYANMAR LETTER YA | MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AA
ွးက,4,U+103D U+1038 U+1000,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN VISARGA | MYANMAR LETTER KA
ာရံ,4,U+102C U+101B U+1036,MYANMAR VOWEL SIGN AA | MYANMAR LETTER RA | MYANMAR SIGN ANUSVARA
္ဂိ,4,U+1039 U+1002 U+102D,MYANMAR SIGN VIRAMA | MYANMAR LETTER GA | MYANMAR VOWEL SIGN I
ဂိန,4,U+1002 U+102D U+1014,MYANMAR LETTER GA | MYANMAR VOWEL SIGN I | MYANMAR LETTER NA
ယွံ,4,U+101A U+103D U+1036,MYANMAR LETTER YA | MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN ANUSVARA
ၠဳပ,4,U+1060 U+1033 U+1015,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER PA
ုခရ,4,U+102F U+1001 U+101B,MYANMAR VOWEL SIGN U | MYANMAR LETTER KHA | MYANMAR LETTER RA
ဲညာ,4,U+1032 U+100A U+102C,MYANMAR VOWEL SIGN AI | MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN AA
ြဴအ,4,U+103C U+1034 U+1021,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER A
းဖျ,4,U+1038 U+1016 U+103B,MYANMAR SIGN VISARGA | MYANMAR LETTER PHA | MYANMAR CONSONANT SIGN MEDIAL YA
ဓရိ,4,U+1013 U+101B U+102D,MYANMAR LETTER DHA | MYANMAR LETTER RA | MYANMAR VOWEL SIGN I
ၚးတ,4,U+105A U+1038 U+1010,MYANMAR LETTER MON NGA | MYANMAR SIGN VISARGA | MYANMAR LETTER TA
းဖန,4,U+1038 U+1016 U+1014,MYANMAR SIGN VISARGA | MYANMAR LETTER PHA | MYANMAR LETTER NA
ဒၠေ,4,U+1012 U+1060 U+1031,MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN E
ညိက,4,U+100A U+102D U+1000,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN I | MYANMAR LETTER KA
ိကျ,4,U+102D U+1000 U+103B,MYANMAR VOWEL SIGN I | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL YA
ဂရု,4,U+1002 U+101B U+102F,MYANMAR LETTER GA | MYANMAR LETTER RA | MYANMAR VOWEL SIGN U
်တး,4,U+103A U+1010 U+1038,MYANMAR SIGN ASAT | MYANMAR LETTER TA | MYANMAR SIGN VISARGA
ဲသြ,4,U+1032 U+101E U+103C,MYANMAR VOWEL SIGN AI | MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MEDIAL RA
းတာ,4,U+1038 U+1010 U+102C,MYANMAR SIGN VISARGA | MYANMAR LETTER TA | MYANMAR VOWEL SIGN AA
သံသ,4,U+101E U+1036 U+101E,MYANMAR LETTER SA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER SA
ဲမအ,4,U+1032 U+1019 U+1021,MYANMAR VOWEL SIGN AI | MYANMAR LETTER MA | MYANMAR LETTER A
ပရဲ,4,U+1015 U+101B U+1032,MYANMAR LETTER PA | MYANMAR LETTER RA | MYANMAR VOWEL SIGN AI
ဏာအ,4,U+100F U+102C U+1021,MYANMAR LETTER NNA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER A
ကူအ,4,U+1000 U+1030 U+1021,MYANMAR LETTER KA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER A
ရသွ,4,U+101B U+101E U+103D,MYANMAR LETTER RA | MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MEDIAL WA
ူဟွ,4,U+1030 U+101F U+103D,MYANMAR VOWEL SIGN UU | MYANMAR LETTER HA | MYANMAR CONSONANT SIGN MEDIAL WA
၊ဂၠ,4,U+104A U+1002 U+1060,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MON MEDIAL LA
၂၀၀,4,U+1042 U+1040 U+1040,MYANMAR DIGIT TWO | MYANMAR DIGIT ZERO | MYANMAR DIGIT ZERO
အကံ,4,U+1021 U+1000 U+1036,MYANMAR LETTER A | MYANMAR LETTER KA | MYANMAR SIGN ANUSVARA
်အဒ,4,U+103A U+1021 U+1012,MYANMAR SIGN ASAT | MYANMAR LETTER A | MYANMAR LETTER DA
ုလည,4,U+102F U+101C U+100A,MYANMAR VOWEL SIGN U | MYANMAR LETTER LA | MYANMAR LETTER NNYA
အခါ,4,U+1021 U+1001 U+102B,MYANMAR LETTER A | MYANMAR LETTER KHA | MYANMAR VOWEL SIGN TALL AA
ညး၊,4,U+100A U+1038 U+104A,MYANMAR LETTER NNYA | MYANMAR SIGN VISARGA | MYANMAR SIGN LITTLE SECTION
မၞး,4,U+1019 U+105E U+1038,MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR SIGN VISARGA
ုလု,4,U+102F U+101C U+102F,MYANMAR VOWEL SIGN U | MYANMAR LETTER LA | MYANMAR VOWEL SIGN U
်။၃,4,U+103A U+104B U+1043,MYANMAR SIGN ASAT | MYANMAR SIGN SECTION | MYANMAR DIGIT THREE
မစိ,4,U+1019 U+1005 U+102D,MYANMAR LETTER MA | MYANMAR LETTER CA | MYANMAR VOWEL SIGN I
ကုဍ,4,U+1000 U+102F U+100D,MYANMAR LETTER KA | MYANMAR VOWEL SIGN U | MYANMAR LETTER DDA
ူနေ,4,U+1030 U+1014 U+1031,MYANMAR VOWEL SIGN UU | MYANMAR LETTER NA | MYANMAR VOWEL SIGN E
တဆိ,4,U+1010 U+1006 U+102D,MYANMAR LETTER TA | MYANMAR LETTER CHA | MYANMAR VOWEL SIGN I
ဆိပ,4,U+1006 U+102D U+1015,MYANMAR LETTER CHA | MYANMAR VOWEL SIGN I | MYANMAR LETTER PA
တဳလ,4,U+1010 U+1033 U+101C,MYANMAR LETTER TA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER LA
ဲဗေ,4,U+1032 U+1017 U+1031,MYANMAR VOWEL SIGN AI | MYANMAR LETTER BA | MYANMAR VOWEL SIGN E
်ခ္,4,U+103A U+1001 U+1039,MYANMAR SIGN ASAT | MYANMAR LETTER KHA | MYANMAR SIGN VIRAMA
ကဝေ,4,U+1000 U+101D U+1031,MYANMAR LETTER KA | MYANMAR LETTER WA | MYANMAR VOWEL SIGN E
ှ်ဘ,4,U+103E U+103A U+1018,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT | MYANMAR LETTER BHA
တီဟ,4,U+1010 U+102E U+101F,MYANMAR LETTER TA | MYANMAR VOWEL SIGN II | MYANMAR LETTER HA
တာဂ,4,U+1010 U+102C U+1002,MYANMAR LETTER TA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER GA
ဲရဲ,4,U+1032 U+101B U+1032,MYANMAR VOWEL SIGN AI | MYANMAR LETTER RA | MYANMAR VOWEL SIGN AI
ပအပ,4,U+1015 U+1021 U+1015,MYANMAR LETTER PA | MYANMAR LETTER A | MYANMAR LETTER PA
ာလမ,4,U+102C U+101C U+1019,MYANMAR VOWEL SIGN AA | MYANMAR LETTER LA | MYANMAR LETTER MA
းအဲ,4,U+1038 U+1021 U+1032,MYANMAR SIGN VISARGA | MYANMAR LETTER A | MYANMAR VOWEL SIGN AI
