trigram,count,codepoints,unicode_names
ဝဲါ,4,U+101D U+1032 U+102B,MYANMAR LETTER WA | MYANMAR VOWEL SIGN AI | MYANMAR VOWEL SIGN TALL AA
ံနက,4,U+1036 U+1014 U+1000,MYANMAR SIGN ANUSVARA | MYANMAR LETTER NA | MYANMAR LETTER KA
။ရဲ,4,U+104B U+101B U+1032,MYANMAR SIGN SECTION | MYANMAR LETTER RA | MYANMAR VOWEL SIGN AI
ပ်ဘ,4,U+1015 U+103A U+1018,MYANMAR LETTER PA | MYANMAR SIGN ASAT | MYANMAR LETTER BHA
လမျ,4,U+101C U+1019 U+103B,MYANMAR LETTER LA | MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MEDIAL YA
မျီ,4,U+1019 U+103B U+102E,MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN II
ျီု,4,U+103B U+102E U+102F,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U
္စု,4,U+1039 U+1005 U+102F,MYANMAR SIGN VIRAMA | MYANMAR LETTER CA | MYANMAR VOWEL SIGN U
ရကာ,4,U+101B U+1000 U+102C,MYANMAR LETTER RA | MYANMAR LETTER KA | MYANMAR VOWEL SIGN AA
်ဍန,4,U+103A U+100D U+1014,MYANMAR SIGN ASAT | MYANMAR LETTER DDA | MYANMAR LETTER NA
်ရထ,4,U+103A U+101B U+1011,MYANMAR SIGN ASAT | MYANMAR LETTER RA | MYANMAR LETTER THA
ုပၠ,4,U+102F U+1015 U+1060,MYANMAR VOWEL SIGN U | MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MON MEDIAL LA
၀သၞ,4,U+1040 U+101E U+105E,MYANMAR DIGIT ZERO | MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MON MEDIAL NA
သၟု,4,U+101E U+105F U+102F,MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN U
လ်ဂ,4,U+101C U+103A U+1002,MYANMAR LETTER LA | MYANMAR SIGN ASAT | MYANMAR LETTER GA
ဏ်စ,4,U+100F U+103A U+1005,MYANMAR LETTER NNA | MYANMAR SIGN ASAT | MYANMAR LETTER CA
နသ္,4,U+1014 U+101E U+1039,MYANMAR LETTER NA | MYANMAR LETTER SA | MYANMAR SIGN VIRAMA
ုရိ,4,U+102F U+101B U+102D,MYANMAR VOWEL SIGN U | MYANMAR LETTER RA | MYANMAR VOWEL SIGN I
ာ်ဘ,4,U+102C U+103A U+1018,MYANMAR VOWEL SIGN AA | MYANMAR SIGN ASAT | MYANMAR LETTER BHA
ာတြ,4,U+102C U+1010 U+103C,MYANMAR VOWEL SIGN AA | MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MEDIAL RA
းမတ,4,U+1038 U+1019 U+1010,MYANMAR SIGN VISARGA | MYANMAR LETTER MA | MYANMAR LETTER TA
မတိ,4,U+1019 U+1010 U+102D,MYANMAR LETTER MA | MYANMAR LETTER TA | MYANMAR VOWEL SIGN I
၀၂၅,4,U+1040 U+1042 U+1045,MYANMAR DIGIT ZERO | MYANMAR DIGIT TWO | MYANMAR DIGIT FIVE
ဲအဒ,4,U+1032 U+1021 U+1012,MYANMAR VOWEL SIGN AI | MYANMAR LETTER A | MYANMAR LETTER DA
ဏံစ,4,U+100F U+1036 U+1005,MYANMAR LETTER NNA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER CA
ရဒှ,4,U+101B U+1012 U+103E,MYANMAR LETTER RA | MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MEDIAL HA
အိန,4,U+1021 U+102D U+1014,MYANMAR LETTER A | MYANMAR VOWEL SIGN I | MYANMAR LETTER NA
်ထမ,4,U+103A U+1011 U+1019,MYANMAR SIGN ASAT | MYANMAR LETTER THA | MYANMAR LETTER MA
်စခ,4,U+103A U+1005 U+1001,MYANMAR SIGN ASAT | MYANMAR LETTER CA | MYANMAR LETTER KHA
ရနု,4,U+101B U+1014 U+102F,MYANMAR LETTER RA | MYANMAR LETTER NA | MYANMAR VOWEL SIGN U
ဵု၇,4,U+1035 U+102F U+1047,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U | MYANMAR DIGIT SEVEN
၁၃၈,4,U+1041 U+1043 U+1048,MYANMAR DIGIT ONE | MYANMAR DIGIT THREE | MYANMAR DIGIT EIGHT
၊ပွ,4,U+104A U+1015 U+103D,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MEDIAL WA
ု၊ဗ,4,U+102F U+104A U+1017,MYANMAR VOWEL SIGN U | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER BA
ပါန,4,U+1015 U+102B U+1014,MYANMAR LETTER PA | MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER NA
၊တိ,4,U+104A U+1010 U+102D,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER TA | MYANMAR VOWEL SIGN I
ၟိဂ,4,U+105F U+102D U+1002,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN I | MYANMAR LETTER GA
ပစၞ,4,U+1015 U+1005 U+105E,MYANMAR LETTER PA | MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ြဳက,4,U+103C U+1033 U+1000,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER KA
ဳကေ,4,U+1033 U+1000 U+1031,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER KA | MYANMAR VOWEL SIGN E
ံဖန,4,U+1036 U+1016 U+1014,MYANMAR SIGN ANUSVARA | MYANMAR LETTER PHA | MYANMAR LETTER NA
ာကာ,4,U+102C U+1000 U+102C,MYANMAR VOWEL SIGN AA | MYANMAR LETTER KA | MYANMAR VOWEL SIGN AA
ရဴပ,4,U+101B U+1034 U+1015,MYANMAR LETTER RA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER PA
်ေဗ,4,U+103A U+1031 U+1017,MYANMAR SIGN ASAT | MYANMAR VOWEL SIGN E | MYANMAR LETTER BA
ပြသ,4,U+1015 U+103C U+101E,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER SA
ြသၞ,4,U+103C U+101E U+105E,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ၞာပ,4,U+105E U+102C U+1015,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER PA
မှက,4,U+1019 U+103E U+1000,MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER KA
ကဴပ,4,U+1000 U+1034 U+1015,MYANMAR LETTER KA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER PA
နဲက,4,U+1014 U+1032 U+1000,MYANMAR LETTER NA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER KA
ဲကဲ,4,U+1032 U+1000 U+1032,MYANMAR VOWEL SIGN AI | MYANMAR LETTER KA | MYANMAR VOWEL SIGN AI
ူကလ,4,U+1030 U+1000 U+101C,MYANMAR VOWEL SIGN UU | MYANMAR LETTER KA | MYANMAR LETTER LA
ဇာန,4,U+1007 U+102C U+1014,MYANMAR LETTER JA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER NA
ုအစ,4,U+102F U+1021 U+1005,MYANMAR VOWEL SIGN U | MYANMAR LETTER A | MYANMAR LETTER CA
ကာဂ,4,U+1000 U+102C U+1002,MYANMAR LETTER KA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER GA
အဝဲ,4,U+1021 U+101D U+1032,MYANMAR LETTER A | MYANMAR LETTER WA | MYANMAR VOWEL SIGN AI
ါတု,4,U+102B U+1010 U+102F,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER TA | MYANMAR VOWEL SIGN U
၊မန,4,U+104A U+1019 U+1014,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER MA | MYANMAR LETTER NA
ဝါန,4,U+101D U+102B U+1014,MYANMAR LETTER WA | MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER NA
ဲဇရ,4,U+1032 U+1007 U+101B,MYANMAR VOWEL SIGN AI | MYANMAR LETTER JA | MYANMAR LETTER RA
ါဝါ,4,U+102B U+101D U+102B,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER WA | MYANMAR VOWEL SIGN TALL AA
ာဗၞ,4,U+102C U+1017 U+105E,MYANMAR VOWEL SIGN AA | MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MON MEDIAL NA
မဳတ,4,U+1019 U+1033 U+1010,MYANMAR LETTER MA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER TA
ပၠံ,4,U+1015 U+1060 U+1036,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR SIGN ANUSVARA
ဍတ်,4,U+100D U+1010 U+103A,MYANMAR LETTER DDA | MYANMAR LETTER TA | MYANMAR SIGN ASAT
ကန္,4,U+1000 U+1014 U+1039,MYANMAR LETTER KA | MYANMAR LETTER NA | MYANMAR SIGN VIRAMA
သဒး,4,U+101E U+1012 U+1038,MYANMAR LETTER SA | MYANMAR LETTER DA | MYANMAR SIGN VISARGA
ရ၊အ,4,U+101B U+104A U+1021,MYANMAR LETTER RA | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER A
ာဗိ,4,U+102C U+1017 U+102D,MYANMAR VOWEL SIGN AA | MYANMAR LETTER BA | MYANMAR VOWEL SIGN I
ာအာ,4,U+102C U+1021 U+102C,MYANMAR VOWEL SIGN AA | MYANMAR LETTER A | MYANMAR VOWEL SIGN AA
ဝီု,4,U+101D U+102E U+102F,MYANMAR LETTER WA | MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U
ရ၊က,4,U+101B U+104A U+1000,MYANMAR LETTER RA | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER KA
ဂရက,4,U+1002 U+101B U+1000,MYANMAR LETTER GA | MYANMAR LETTER RA | MYANMAR LETTER KA
ဴလ္,4,U+1034 U+101C U+1039,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER LA | MYANMAR SIGN VIRAMA
ာလည,4,U+102C U+101C U+100A,MYANMAR VOWEL SIGN AA | MYANMAR LETTER LA | MYANMAR LETTER NNYA
ီဂှ,4,U+102E U+1002 U+103E,MYANMAR VOWEL SIGN II | MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MEDIAL HA
ံမဂ,4,U+1036 U+1019 U+1002,MYANMAR SIGN ANUSVARA | MYANMAR LETTER MA | MYANMAR LETTER GA
လဴထ,4,U+101C U+1034 U+1011,MYANMAR LETTER LA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER THA
ဴထ္,4,U+1034 U+1011 U+1039,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER THA | MYANMAR SIGN VIRAMA
ဘို,4,U+1018 U+102D U+102F,MYANMAR LETTER BHA | MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN U
်ဂီ,4,U+103A U+1002 U+102E,MYANMAR SIGN ASAT | MYANMAR LETTER GA | MYANMAR VOWEL SIGN II
ခုဲ,4,U+1001 U+102F U+1032,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN U | MYANMAR VOWEL SIGN AI
ပ္ၚ,4,U+1015 U+1039 U+105A,MYANMAR LETTER PA | MYANMAR SIGN VIRAMA | MYANMAR LETTER MON NGA
်၄၅,4,U+103A U+1044 U+1045,MYANMAR SIGN ASAT | MYANMAR DIGIT FOUR | MYANMAR DIGIT FIVE
၄၅တ,4,U+1044 U+1045 U+1010,MYANMAR DIGIT FOUR | MYANMAR DIGIT FIVE | MYANMAR LETTER TA
ာဲထ,4,U+102C U+1032 U+1011,MYANMAR VOWEL SIGN AA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER THA
ဒဂူ,4,U+1012 U+1002 U+1030,MYANMAR LETTER DA | MYANMAR LETTER GA | MYANMAR VOWEL SIGN UU
ူဍေ,4,U+1030 U+100D U+1031,MYANMAR VOWEL SIGN UU | MYANMAR LETTER DDA | MYANMAR VOWEL SIGN E
ဲဗု,4,U+1032 U+1017 U+102F,MYANMAR VOWEL SIGN AI | MYANMAR LETTER BA | MYANMAR VOWEL SIGN U
ဗုၚ,4,U+1017 U+102F U+105A,MYANMAR LETTER BA | MYANMAR VOWEL SIGN U | MYANMAR LETTER MON NGA
ာဒၞ,4,U+102C U+1012 U+105E,MYANMAR VOWEL SIGN AA | MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ဂဗတ,4,U+1002 U+1017 U+1010,MYANMAR LETTER GA | MYANMAR LETTER BA | MYANMAR LETTER TA
းမၚ,4,U+1038 U+1019 U+105A,MYANMAR SIGN VISARGA | MYANMAR LETTER MA | MYANMAR LETTER MON NGA
ောဆ,4,U+1031 U+102C U+1006,MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AA | MYANMAR LETTER CHA
ျာစ,4,U+103B U+102C U+1005,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER CA
ဇာဟ,4,U+1007 U+102C U+101F,MYANMAR LETTER JA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER HA
ဳမွ,4,U+1033 U+1019 U+103D,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MEDIAL WA
းဂစ,4,U+1038 U+1002 U+1005,MYANMAR SIGN VISARGA | MYANMAR LETTER GA | MYANMAR LETTER CA
ဲထိ,4,U+1032 U+1011 U+102D,MYANMAR VOWEL SIGN AI | MYANMAR LETTER THA | MYANMAR VOWEL SIGN I
ာဲ၊,4,U+102C U+1032 U+104A,MYANMAR VOWEL SIGN AA | MYANMAR VOWEL SIGN AI | MYANMAR SIGN LITTLE SECTION
ၠာည,4,U+1060 U+102C U+100A,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER NNYA
ဍုန,4,U+100D U+102F U+1014,MYANMAR LETTER DDA | MYANMAR VOWEL SIGN U | MYANMAR LETTER NA
သၞတ,4,U+101E U+105E U+1010,MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER TA
ၞတအ,4,U+105E U+1010 U+1021,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER TA | MYANMAR LETTER A
ာဂလ,4,U+102C U+1002 U+101C,MYANMAR VOWEL SIGN AA | MYANMAR LETTER GA | MYANMAR LETTER LA
ရပန,4,U+101B U+1015 U+1014,MYANMAR LETTER RA | MYANMAR LETTER PA | MYANMAR LETTER NA
ာဟ်,4,U+102C U+101F U+103A,MYANMAR VOWEL SIGN AA | MYANMAR LETTER HA | MYANMAR SIGN ASAT
ဂး၊,4,U+1002 U+1038 U+104A,MYANMAR LETTER GA | MYANMAR SIGN VISARGA | MYANMAR SIGN LITTLE SECTION
ွဲည,4,U+103D U+1032 U+100A,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER NNYA
ီဗွ,4,U+102E U+1017 U+103D,MYANMAR VOWEL SIGN II | MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MEDIAL WA
၊ကွ,4,U+104A U+1000 U+103D,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL WA
ာလစ,4,U+102C U+101C U+1005,MYANMAR VOWEL SIGN AA | MYANMAR LETTER LA | MYANMAR LETTER CA
။စဵ,4,U+104B U+1005 U+1035,MYANMAR SIGN SECTION | MYANMAR LETTER CA | MYANMAR VOWEL SIGN E ABOVE
ၠချ,4,U+1060 U+1001 U+103B,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER KHA | MYANMAR CONSONANT SIGN MEDIAL YA
ၞးဒ,4,U+105E U+1038 U+1012,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR SIGN VISARGA | MYANMAR LETTER DA
။ကဵ,4,U+104B U+1000 U+1035,MYANMAR SIGN SECTION | MYANMAR LETTER KA | MYANMAR VOWEL SIGN E ABOVE
ညာဒ,4,U+100A U+102C U+1012,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER DA
စာအ,4,U+1005 U+102C U+1021,MYANMAR LETTER CA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER A
ပပၞ,4,U+1015 U+1015 U+105E,MYANMAR LETTER PA | MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ိကမ,4,U+102D U+1000 U+1019,MYANMAR VOWEL SIGN I | MYANMAR LETTER KA | MYANMAR LETTER MA
ဲကဏ,4,U+1032 U+1000 U+100F,MYANMAR VOWEL SIGN AI | MYANMAR LETTER KA | MYANMAR LETTER NNA
ူမွ,4,U+1030 U+1019 U+103D,MYANMAR VOWEL SIGN UU | MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MEDIAL WA
ီညိ,4,U+102E U+100A U+102D,MYANMAR VOWEL SIGN II | MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN I
သုခ,4,U+101E U+102F U+1001,MYANMAR LETTER SA | MYANMAR VOWEL SIGN U | MYANMAR LETTER KHA
ုမမ,4,U+102F U+1019 U+1019,MYANMAR VOWEL SIGN U | MYANMAR LETTER MA | MYANMAR LETTER MA
ပဠေ,4,U+1015 U+1020 U+1031,MYANMAR LETTER PA | MYANMAR LETTER LLA | MYANMAR VOWEL SIGN E
ဠေဝ,4,U+1020 U+1031 U+101D,MYANMAR LETTER LLA | MYANMAR VOWEL SIGN E | MYANMAR LETTER WA
ာံဝ,4,U+102C U+1036 U+101D,MYANMAR VOWEL SIGN AA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER WA
ြာဟ,4,U+103C U+102C U+101F,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER HA
တူစ,4,U+1010 U+1030 U+1005,MYANMAR LETTER TA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER CA
ရဒး,4,U+101B U+1012 U+1038,MYANMAR LETTER RA | MYANMAR LETTER DA | MYANMAR SIGN VISARGA
ပတေ,4,U+1015 U+1010 U+1031,MYANMAR LETTER PA | MYANMAR LETTER TA | MYANMAR VOWEL SIGN E
ာမည,4,U+102C U+1019 U+100A,MYANMAR VOWEL SIGN AA | MYANMAR LETTER MA | MYANMAR LETTER NNYA
ိဒး,4,U+102D U+1012 U+1038,MYANMAR VOWEL SIGN I | MYANMAR LETTER DA | MYANMAR SIGN VISARGA
်ဒၚ,4,U+103A U+1012 U+105A,MYANMAR SIGN ASAT | MYANMAR LETTER DA | MYANMAR LETTER MON NGA
၁ကွ,4,U+1041 U+1000 U+103D,MYANMAR DIGIT ONE | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL WA
အာၜ,4,U+1021 U+102C U+105C,MYANMAR LETTER A | MYANMAR VOWEL SIGN AA | MYANMAR LETTER MON BBA
သဳဂ,4,U+101E U+1033 U+1002,MYANMAR LETTER SA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER GA
်ှရ,4,U+103A U+103E U+101B,MYANMAR SIGN ASAT | MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER RA
ေ၀်,4,U+1031 U+1040 U+103A,MYANMAR VOWEL SIGN E | MYANMAR DIGIT ZERO | MYANMAR SIGN ASAT
်ေတ,4,U+103A U+1031 U+1010,MYANMAR SIGN ASAT | MYANMAR VOWEL SIGN E | MYANMAR LETTER TA
ုဖန,4,U+102F U+1016 U+1014,MYANMAR VOWEL SIGN U | MYANMAR LETTER PHA | MYANMAR LETTER NA
ဴပြ,4,U+1034 U+1015 U+103C,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MEDIAL RA
ရ်စ,4,U+101B U+103A U+1005,MYANMAR LETTER RA | MYANMAR SIGN ASAT | MYANMAR LETTER CA
ုထပ,4,U+102F U+1011 U+1015,MYANMAR VOWEL SIGN U | MYANMAR LETTER THA | MYANMAR LETTER PA
ၚိပ,4,U+105A U+102D U+1015,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN I | MYANMAR LETTER PA
ၟးဟ,4,U+105F U+1038 U+101F,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR SIGN VISARGA | MYANMAR LETTER HA
ုနွ,4,U+102F U+1014 U+103D,MYANMAR VOWEL SIGN U | MYANMAR LETTER NA | MYANMAR CONSONANT SIGN MEDIAL WA
သာဟ,4,U+101E U+102C U+101F,MYANMAR LETTER SA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER HA
ဖျာ,4,U+1016 U+103B U+102C,MYANMAR LETTER PHA | MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN AA
ွဲဍ,4,U+103D U+1032 U+100D,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER DDA
လဒး,4,U+101C U+1012 U+1038,MYANMAR LETTER LA | MYANMAR LETTER DA | MYANMAR SIGN VISARGA
ူစု,4,U+1030 U+1005 U+102F,MYANMAR VOWEL SIGN UU | MYANMAR LETTER CA | MYANMAR VOWEL SIGN U
ဂး၁,4,U+1002 U+1038 U+1041,MYANMAR LETTER GA | MYANMAR SIGN VISARGA | MYANMAR DIGIT ONE
ိ။၂,4,U+102D U+104B U+1042,MYANMAR VOWEL SIGN I | MYANMAR SIGN SECTION | MYANMAR DIGIT TWO
။ဂလ,4,U+104B U+1002 U+101C,MYANMAR SIGN SECTION | MYANMAR LETTER GA | MYANMAR LETTER LA
ဲမၞ,4,U+1032 U+1019 U+105E,MYANMAR VOWEL SIGN AI | MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ံညံ,4,U+1036 U+100A U+1036,MYANMAR SIGN ANUSVARA | MYANMAR LETTER NNYA | MYANMAR SIGN ANUSVARA
းဒက,4,U+1038 U+1012 U+1000,MYANMAR SIGN VISARGA | MYANMAR LETTER DA | MYANMAR LETTER KA
်ေဏ,4,U+103A U+1031 U+100F,MYANMAR SIGN ASAT | MYANMAR VOWEL SIGN E | MYANMAR LETTER NNA
ေဏအ,4,U+1031 U+100F U+1021,MYANMAR VOWEL SIGN E | MYANMAR LETTER NNA | MYANMAR LETTER A
ာလဒ,4,U+102C U+101C U+1012,MYANMAR VOWEL SIGN AA | MYANMAR LETTER LA | MYANMAR LETTER DA
ပကတ,4,U+1015 U+1000 U+1010,MYANMAR LETTER PA | MYANMAR LETTER KA | MYANMAR LETTER TA
ူဒး,4,U+1030 U+1012 U+1038,MYANMAR VOWEL SIGN UU | MYANMAR LETTER DA | MYANMAR SIGN VISARGA
ေဒှ,4,U+1031 U+1012 U+103E,MYANMAR VOWEL SIGN E | MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MEDIAL HA
တူဇ,4,U+1010 U+1030 U+1007,MYANMAR LETTER TA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER JA
နူဇ,4,U+1014 U+1030 U+1007,MYANMAR LETTER NA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER JA
်ရရ,4,U+103A U+101B U+101B,MYANMAR SIGN ASAT | MYANMAR LETTER RA | MYANMAR LETTER RA
ၜါမ,4,U+105C U+102B U+1019,MYANMAR LETTER MON BBA | MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER MA
ံလိ,4,U+1036 U+101C U+102D,MYANMAR SIGN ANUSVARA | MYANMAR LETTER LA | MYANMAR VOWEL SIGN I
။နာ,4,U+104B U+1014 U+102C,MYANMAR SIGN SECTION | MYANMAR LETTER NA | MYANMAR VOWEL SIGN AA
းတၚ,4,U+1038 U+1010 U+105A,MYANMAR SIGN VISARGA | MYANMAR LETTER TA | MYANMAR LETTER MON NGA
။သာ,4,U+104B U+101E U+102C,MYANMAR SIGN SECTION | MYANMAR LETTER SA | MYANMAR VOWEL SIGN AA
မးလ,4,U+1019 U+1038 U+101C,MYANMAR LETTER MA | MYANMAR SIGN VISARGA | MYANMAR LETTER LA
်ခန,4,U+103A U+1001 U+1014,MYANMAR SIGN ASAT | MYANMAR LETTER KHA | MYANMAR LETTER NA
းဗၠ,4,U+1038 U+1017 U+1060,MYANMAR SIGN VISARGA | MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ီုယ,4,U+102E U+102F U+101A,MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U | MYANMAR LETTER YA
်ဆဝ,4,U+103A U+1006 U+101D,MYANMAR SIGN ASAT | MYANMAR LETTER CHA | MYANMAR LETTER WA
မ္ပ,4,U+1019 U+1039 U+1015,MYANMAR LETTER MA | MYANMAR SIGN VIRAMA | MYANMAR LETTER PA
မုဍ,4,U+1019 U+102F U+100D,MYANMAR LETTER MA | MYANMAR VOWEL SIGN U | MYANMAR LETTER DDA
ံဂး,4,U+1036 U+1002 U+1038,MYANMAR SIGN ANUSVARA | MYANMAR LETTER GA | MYANMAR SIGN VISARGA
းဏေ,4,U+1038 U+100F U+1031,MYANMAR SIGN VISARGA | MYANMAR LETTER NNA | MYANMAR VOWEL SIGN E
ာတမ,4,U+102C U+1010 U+1019,MYANMAR VOWEL SIGN AA | MYANMAR LETTER TA | MYANMAR LETTER MA
ုအပ,4,U+102F U+1021 U+1015,MYANMAR VOWEL SIGN U | MYANMAR LETTER A | MYANMAR LETTER PA
ပအိ,4,U+1015 U+1021 U+102D,MYANMAR LETTER PA | MYANMAR LETTER A | MYANMAR VOWEL SIGN I
ေရဴ,4,U+1031 U+101B U+1034,MYANMAR VOWEL SIGN E | MYANMAR LETTER RA | MYANMAR VOWEL SIGN MON O
ဴဂဴ,4,U+1034 U+1002 U+1034,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER GA | MYANMAR VOWEL SIGN MON O
ုပတ,4,U+102F U+1015 U+1010,MYANMAR VOWEL SIGN U | MYANMAR LETTER PA | MYANMAR LETTER TA
ဏာဂ,4,U+100F U+102C U+1002,MYANMAR LETTER NNA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER GA
ယျ။,4,U+101A U+103B U+104B,MYANMAR LETTER YA | MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR SIGN SECTION
ရနွ,4,U+101B U+1014 U+103D,MYANMAR LETTER RA | MYANMAR LETTER NA | MYANMAR CONSONANT SIGN MEDIAL WA
်နမ,4,U+103A U+1014 U+1019,MYANMAR SIGN ASAT | MYANMAR LETTER NA | MYANMAR LETTER MA
ရ။၅,4,U+101B U+104B U+1045,MYANMAR LETTER RA | MYANMAR SIGN SECTION | MYANMAR DIGIT FIVE
ဳသာ,4,U+1033 U+101E U+102C,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER SA | MYANMAR VOWEL SIGN AA
ံသု,4,U+1036 U+101E U+102F,MYANMAR SIGN ANUSVARA | MYANMAR LETTER SA | MYANMAR VOWEL SIGN U
ုတၚ,4,U+102F U+1010 U+105A,MYANMAR VOWEL SIGN U | MYANMAR LETTER TA | MYANMAR LETTER MON NGA
ဏီတ,4,U+100F U+102E U+1010,MYANMAR LETTER NNA | MYANMAR VOWEL SIGN II | MYANMAR LETTER TA
ိ။လ,4,U+102D U+104B U+101C,MYANMAR VOWEL SIGN I | MYANMAR SIGN SECTION | MYANMAR LETTER LA
်၅လ,4,U+103A U+1045 U+101C,MYANMAR SIGN ASAT | MYANMAR DIGIT FIVE | MYANMAR LETTER LA
